WHO_region,Disease_presentation,Age_group,Pathogen,deaths associated with resistance (mean),deaths associated with resistance (lower),deaths associated with resistance (upper),deaths attributable to resistance (mean),deaths attributable to resistance (lower),deaths attributable to resistance (upper),vaccine avertable deaths associated with resistance (mean),vaccine avertable deaths associated with resistance (lower),vaccine avertable deaths associated with resistance (upper),vaccine avertable deaths attributable to resistance (mean),vaccine avertable deaths attributable to resistance (lower),vaccine avertable deaths attributable to resistance (upper)
Eastern Mediterranean,UTI,25 to 29,Escherichia coli,109.8288683,72.6228119,148.6142957,31.8056826,19.68994909,46.89848523,0,0,0,0,0,0
Eastern Mediterranean,UTI,30 to 34,Escherichia coli,107.620118,70.23267887,148.6136872,31.06148864,18.7028581,45.44860989,0,0,0,0,0,0
Eastern Mediterranean,UTI,35 to 39,Escherichia coli,126.3654071,81.87248972,179.7380772,36.36175723,22.26226495,55.61762041,0,0,0,0,0,0
Eastern Mediterranean,UTI,40 to 44,Escherichia coli,173.6890266,115.1926209,244.6074999,49.86703792,30.85616516,76.92154127,0,0,0,0,0,0
Eastern Mediterranean,UTI,45 to 49,Escherichia coli,207.7655011,134.3158966,303.4518677,59.52513535,36.49641931,91.76291021,0,0,0,0,0,0
Eastern Mediterranean,UTI,50 to 54,Escherichia coli,251.0569666,171.1627728,356.6267312,71.90115908,45.17277852,109.1676533,0,0,0,0,0,0
Eastern Mediterranean,UTI,55 to 59,Escherichia coli,315.4957051,198.6936536,481.0483093,90.48699724,53.21627376,144.4656689,0,0,0,0,0,0
Eastern Mediterranean,UTI,60 to 64,Escherichia coli,399.2670931,252.402991,618.5386951,114.291172,68.81504789,183.676165,78.25635024,49.47098624,121.2335842,22.40106971,13.48774939,36.00052834
Eastern Mediterranean,UTI,65 to 69,Escherichia coli,483.1337423,318.9212374,708.7436362,138.2237242,84.98511422,210.5695315,0,0,0,0,0,0
Eastern Mediterranean,UTI,70 to 74,Escherichia coli,574.0178125,371.76994,872.6956044,164.0715381,96.76472212,256.7158917,0,0,0,0,0,0
Eastern Mediterranean,UTI,75 to 79,Escherichia coli,595.9848541,396.0977191,864.1548876,169.9854577,104.7947279,262.7164805,0,0,0,0,0,0
Eastern Mediterranean,UTI,80 to 84,Escherichia coli,549.5857136,377.4541898,773.1447548,156.2684939,100.8914935,230.6218749,0,0,0,0,0,0
Eastern Mediterranean,UTI,85 to 89,Escherichia coli,401.3397002,276.493198,571.7917469,113.8766192,72.98456509,170.1347933,0,0,0,0,0,0
Eastern Mediterranean,UTI,90 to 94,Escherichia coli,195.2177793,136.5407126,279.6531025,55.33550943,36.0536051,84.86849099,0,0,0,0,0,0
Eastern Mediterranean,UTI,95 plus,Escherichia coli,70.57178431,48.96955227,102.4497751,19.94483388,13.18036369,30.0698505,0,0,0,0,0,0
Europe,UTI,EN,Escherichia coli,1.260027797,0.518481775,3.06287487,0.318447975,0.124011021,0.813076763,0,0,0,0,0,0
Europe,UTI,LN,Escherichia coli,1.883683711,0.855289422,4.332985012,0.46714712,0.204657353,1.112892491,0,0,0,0,0,0
Europe,UTI,PN,Escherichia coli,10.55074384,6.139114732,18.31926428,2.639528375,1.492296823,4.788379786,0,0,0,0,0,0
Europe,UTI,1 to 4,Escherichia coli,13.10600995,8.711954431,20.50871757,3.305261655,2.102102883,5.35292438,0,0,0,0,0,0
Europe,UTI,5 to 9,Escherichia coli,15.45478741,12.35481953,20.62512074,3.890984436,2.859863734,5.518638715,0,0,0,0,0,0
Europe,UTI,10 to 14,Escherichia coli,17.95042429,14.76389455,22.46414181,4.525607073,3.455213632,6.06504745,0,0,0,0,0,0
Europe,UTI,15 to 19,Escherichia coli,32.8946104,26.55907631,40.9561349,8.294656611,6.223719181,10.99768213,0,0,0,0,0,0
Europe,UTI,20 to 24,Escherichia coli,57.40087836,47.86659653,70.89423012,14.52432808,11.05003075,19.40723445,0,0,0,0,0,0
Europe,UTI,25 to 29,Escherichia coli,88.7760298,74.01697821,110.1799464,22.48638874,17.14151251,29.72076208,0,0,0,0,0,0
Europe,UTI,30 to 34,Escherichia coli,129.1209409,106.5377198,162.7075699,32.70142716,24.43938658,44.51911023,0,0,0,0,0,0
Europe,UTI,35 to 39,Escherichia coli,160.3543313,129.4452108,208.1293703,40.45971369,30.02816898,56.53800076,0,0,0,0,0,0
Europe,UTI,40 to 44,Escherichia coli,230.3966892,180.5435687,309.4976371,57.61374156,41.34977748,81.85578372,0,0,0,0,0,0
Europe,UTI,45 to 49,Escherichia coli,314.2188191,240.5715925,433.8256585,78.06821456,55.14586078,114.6047759,0,0,0,0,0,0
Europe,UTI,50 to 54,Escherichia coli,416.627093,329.3314919,557.4398824,102.8717154,74.35327269,146.4060945,0,0,0,0,0,0
Europe,UTI,55 to 59,Escherichia coli,692.4601989,523.5895774,950.1476527,171.567178,120.1570909,248.3957224,0,0,0,0,0,0
Europe,UTI,60 to 64,Escherichia coli,1026.509558,787.4358689,1405.884607,254.2551766,177.4799865,366.6347318,201.1958733,154.3374303,275.553383,49.83401462,34.78607736,71.86040744
Europe,UTI,65 to 69,Escherichia coli,1367.590739,1069.489328,1819.940834,335.9822109,240.6136408,468.8542199,0,0,0,0,0,0
Europe,UTI,70 to 74,Escherichia coli,1848.413572,1411.620946,2535.095649,443.8859121,312.709392,642.5931851,0,0,0,0,0,0
Europe,UTI,75 to 79,Escherichia coli,2453.688765,1948.857241,3145.96306,576.6107682,419.3997244,791.975399,0,0,0,0,0,0
Europe,UTI,80 to 84,Escherichia coli,3804.382067,3031.44575,4728.248599,882.4328798,664.0609112,1167.866924,0,0,0,0,0,0
Europe,UTI,85 to 89,Escherichia coli,3965.495125,3064.651808,4838.059512,894.4595917,658.5807716,1156.79952,0,0,0,0,0,0
Europe,UTI,90 to 94,Escherichia coli,3134.853487,2429.873119,3755.138031,700.3070226,515.8256547,890.1399421,0,0,0,0,0,0
Europe,UTI,95 plus,Escherichia coli,1512.243213,1145.827904,1806.605985,333.1326508,245.7425603,418.8001101,0,0,0,0,0,0
South-East Asia,UTI,EN,Escherichia coli,34.14374251,14.82446914,72.94060646,10.66573581,4.38661025,23.52476476,0,0,0,0,0,0
South-East Asia,UTI,LN,Escherichia coli,35.42645405,19.03119956,60.61015704,11.06607171,5.639398784,19.4268153,0,0,0,0,0,0
South-East Asia,UTI,PN,Escherichia coli,213.5477531,133.541988,345.2942562,67.18922017,40.40624203,110.0712812,0,0,0,0,0,0
South-East Asia,UTI,1 to 4,Escherichia coli,149.3609099,94.93498616,218.7395371,46.82190706,28.60454554,71.5402022,0,0,0,0,0,0
South-East Asia,UTI,5 to 9,Escherichia coli,139.8871804,94.77169769,192.576145,43.59094545,27.79706263,62.73194439,0,0,0,0,0,0
South-East Asia,UTI,10 to 14,Escherichia coli,148.3306588,105.2698111,188.127461,46.05393654,30.56421329,62.10030071,0,0,0,0,0,0
South-East Asia,UTI,15 to 19,Escherichia coli,320.0628846,249.8293319,395.5156615,99.93703465,72.6866809,129.9041687,0,0,0,0,0,0
South-East Asia,UTI,20 to 24,Escherichia coli,495.9779457,389.9234949,597.4514296,155.2208944,113.6327191,202.8262522,0,0,0,0,0,0
South-East Asia,UTI,25 to 29,Escherichia coli,462.9670784,368.5544292,556.1303274,144.7128374,108.6633594,183.7959495,0,0,0,0,0,0
South-East Asia,UTI,30 to 34,Escherichia coli,525.2593836,412.3219282,636.4956969,163.7751818,118.7348891,214.4729693,0,0,0,0,0,0
South-East Asia,UTI,35 to 39,Escherichia coli,622.7253628,495.960853,749.9182331,193.5957251,142.5205312,249.9438359,0,0,0,0,0,0
South-East Asia,UTI,40 to 44,Escherichia coli,867.8114278,680.5642872,1062.264535,267.7842978,193.9380599,354.5404515,0,0,0,0,0,0
South-East Asia,UTI,45 to 49,Escherichia coli,1056.283499,802.0778227,1331.306326,324.4237454,230.2422993,433.311973,0,0,0,0,0,0
South-East Asia,UTI,50 to 54,Escherichia coli,1465.041588,1099.100072,1817.047708,449.1289143,317.4793177,606.7417045,0,0,0,0,0,0
South-East Asia,UTI,55 to 59,Escherichia coli,1912.825007,1386.803647,2436.148144,585.8487751,405.9575669,797.9068422,0,0,0,0,0,0
South-East Asia,UTI,60 to 64,Escherichia coli,2434.175501,1790.789954,3138.640872,745.252824,515.3037894,1024.259953,477.0983983,350.9948309,615.173611,146.0695535,100.9995427,200.7549507
South-East Asia,UTI,65 to 69,Escherichia coli,3255.839381,2378.725407,4169.099005,1003.194308,699.421966,1346.795826,0,0,0,0,0,0
South-East Asia,UTI,70 to 74,Escherichia coli,3802.776667,2799.426875,4988.323227,1171.108508,829.2890968,1608.580435,0,0,0,0,0,0
South-East Asia,UTI,75 to 79,Escherichia coli,3948.976485,2923.865156,5159.816092,1215.665398,857.4061561,1648.609904,0,0,0,0,0,0
South-East Asia,UTI,80 to 84,Escherichia coli,3697.516736,2706.671732,4734.01593,1136.305357,800.0112578,1535.529396,0,0,0,0,0,0
South-East Asia,UTI,85 to 89,Escherichia coli,2399.038473,1784.081603,3088.784972,734.1138458,519.4415565,997.8110502,0,0,0,0,0,0
South-East Asia,UTI,90 to 94,Escherichia coli,1225.702649,903.92064,1604.700296,373.7130865,259.3486001,509.0734212,0,0,0,0,0,0
South-East Asia,UTI,95 plus,Escherichia coli,364.545779,255.3339383,504.2934408,108.2577765,72.78620286,154.2401991,0,0,0,0,0,0
Western Pacific,UTI,EN,Escherichia coli,3.204035239,1.168203814,7.885167568,0.828227457,0.291583152,2.239157617,0,0,0,0,0,0
Western Pacific,UTI,LN,Escherichia coli,3.353514258,1.56360565,7.284812739,0.860788565,0.385402464,2.006751237,0,0,0,0,0,0
Western Pacific,UTI,PN,Escherichia coli,25.98168478,16.53902931,43.36416939,6.696641122,4.054335012,11.68170513,0,0,0,0,0,0
Western Pacific,UTI,1 to 4,Escherichia coli,26.23678276,16.79432574,41.7379422,6.792060359,4.068297698,11.47450458,0,0,0,0,0,0
Western Pacific,UTI,5 to 9,Escherichia coli,25.1520202,18.70688962,35.80343629,6.516773346,4.45786474,9.850028736,0,0,0,0,0,0
Western Pacific,UTI,10 to 14,Escherichia coli,23.12918426,17.8133697,30.98087641,5.997973288,4.212027441,8.638937614,0,0,0,0,0,0
Western Pacific,UTI,15 to 19,Escherichia coli,35.89719831,26.56430413,50.50283761,9.311990731,6.270855357,13.90436717,0,0,0,0,0,0
Western Pacific,UTI,20 to 24,Escherichia coli,60.41136437,43.06897795,84.20554964,15.68416365,10.13511066,23.60067988,0,0,0,0,0,0
Western Pacific,UTI,25 to 29,Escherichia coli,81.79811307,61.36830778,115.1299813,21.20444558,14.54721939,32.14150678,0,0,0,0,0,0
Western Pacific,UTI,30 to 34,Escherichia coli,128.3091999,93.19662213,187.9956718,33.28019118,22.21764003,53.07680763,0,0,0,0,0,0
Western Pacific,UTI,35 to 39,Escherichia coli,154.5750155,110.9849786,225.7369223,40.07107404,26.56989488,63.01446834,0,0,0,0,0,0
Western Pacific,UTI,40 to 44,Escherichia coli,289.6762223,192.6271751,449.4862484,75.08108152,46.73530311,123.7195247,0,0,0,0,0,0
Western Pacific,UTI,45 to 49,Escherichia coli,438.9314111,275.5963172,703.2811813,113.7630169,67.04293261,191.8089528,0,0,0,0,0,0
Western Pacific,UTI,50 to 54,Escherichia coli,620.0826078,408.0946962,954.8051914,160.779548,97.61261333,260.040552,0,0,0,0,0,0
Western Pacific,UTI,55 to 59,Escherichia coli,768.3166717,446.8959381,1271.506024,199.0328255,111.8635014,348.1247109,0,0,0,0,0,0
Western Pacific,UTI,60 to 64,Escherichia coli,989.9115821,573.7722343,1657.490012,256.1983238,140.8425728,451.036242,194.0226701,112.4593579,324.8680424,50.21487147,27.60514428,88.40310344
Western Pacific,UTI,65 to 69,Escherichia coli,1386.141607,797.3521934,2278.798794,358.0713773,197.2282967,611.5752145,0,0,0,0,0,0
Western Pacific,UTI,70 to 74,Escherichia coli,1972.125179,1099.306355,3368.416787,508.1739796,273.6828306,912.3670321,0,0,0,0,0,0
Western Pacific,UTI,75 to 79,Escherichia coli,2182.741026,1322.878363,3444.513994,560.2939915,326.3864269,949.8119954,0,0,0,0,0,0
Western Pacific,UTI,80 to 84,Escherichia coli,2550.852277,1618.510349,3835.124171,652.2671441,391.5228353,1050.469961,0,0,0,0,0,0
Western Pacific,UTI,85 to 89,Escherichia coli,2378.207713,1608.446891,3521.78467,603.4226514,381.4074685,952.4459116,0,0,0,0,0,0
Western Pacific,UTI,90 to 94,Escherichia coli,1434.322245,1071.039385,1928.192393,357.9651871,247.2522451,519.4919926,0,0,0,0,0,0
Western Pacific,UTI,95 plus,Escherichia coli,891.4603882,657.3264349,1136.444455,219.452773,149.6054878,303.1050245,0,0,0,0,0,0
Africa,Bacterial skin infections,EN,Group A Streptococcus,26.89799477,0.090912461,193.6789851,2.282201323,0,18.64862793,0,0,0,0,0,0
Africa,Bacterial skin infections,LN,Group A Streptococcus,0.823309873,0.00410227,5.331825682,0.072364189,0,0.507727294,0,0,0,0,0,0
Africa,Bacterial skin infections,PN,Group A Streptococcus,44.90883646,23.30229803,80.85755575,4.249002716,0,15.14486092,28.69253629,14.88798385,51.66039773,2.714714392,0,9.676146294
Africa,Bacterial skin infections,1 to 4,Group A Streptococcus,36.86641275,18.48972808,73.14139584,3.472849147,0,13.40636106,24.05533432,12.06454757,47.72476078,2.266034068,0,8.747650592
Africa,Bacterial skin infections,5 to 9,Group A Streptococcus,9.187798489,1.999643543,27.64611332,0.852922161,0,4.288844326,0.115289202,0.025091681,0.346905557,0.010702533,0,0.053816749
Africa,Bacterial skin infections,10 to 14,Group A Streptococcus,11.73564553,3.504359684,29.96115736,1.094780819,0,4.82670321,0,0,0,0,0,0
Africa,Bacterial skin infections,15 to 19,Group A Streptococcus,31.43255484,14.10731481,61.37557746,2.973911649,0,11.96319237,0,0,0,0,0,0
Africa,Bacterial skin infections,20 to 24,Group A Streptococcus,31.74912652,11.05230984,71.78879823,3.015321854,0,12.71795889,0,0,0,0,0,0
Africa,Bacterial skin infections,25 to 29,Group A Streptococcus,17.9438441,6.134036729,42.40466461,1.709061458,0,7.13357235,0,0,0,0,0,0
Africa,Bacterial skin infections,30 to 34,Group A Streptococcus,21.38090133,9.363461842,45.3085999,2.041712469,0,7.827148795,0,0,0,0,0,0
Africa,Bacterial skin infections,35 to 39,Group A Streptococcus,19.53405176,6.735226755,47.7313217,1.869994792,0,7.711061026,0,0,0,0,0,0
Africa,Bacterial skin infections,40 to 44,Group A Streptococcus,30.81716368,11.7239883,69.65588268,2.945964658,0,11.74805019,0,0,0,0,0,0
Africa,Bacterial skin infections,45 to 49,Group A Streptococcus,48.00883849,20.92500853,101.7792081,4.59191004,0,17.24895405,0,0,0,0,0,0
Africa,Bacterial skin infections,50 to 54,Group A Streptococcus,78.2696834,29.42410658,166.3258214,7.501488152,0,30.84248704,0,0,0,0,0,0
Africa,Bacterial skin infections,55 to 59,Group A Streptococcus,119.8603528,42.52708988,272.3068769,11.48467537,0,46.77606321,0,0,0,0,0,0
Africa,Bacterial skin infections,60 to 64,Group A Streptococcus,160.9246732,47.23359785,391.3967032,15.4231924,0,65.55980666,0,0,0,0,0,0
Africa,Bacterial skin infections,65 to 69,Group A Streptococcus,205.5629929,63.76002916,468.5964968,19.6717089,0,79.78673577,0,0,0,0,0,0
Africa,Bacterial skin infections,70 to 74,Group A Streptococcus,253.9707735,73.874279,584.3482587,24.33276903,0,105.6893959,0,0,0,0,0,0
Africa,Bacterial skin infections,75 to 79,Group A Streptococcus,343.7066096,111.3259224,722.6783994,32.9112807,0,139.8232704,0,0,0,0,0,0
Africa,Bacterial skin infections,80 to 84,Group A Streptococcus,287.6732715,88.391701,604.0138372,27.52695679,0,115.7181283,0,0,0,0,0,0
Africa,Bacterial skin infections,85 to 89,Group A Streptococcus,184.3169261,56.51155515,384.8398738,17.61524259,0,74.59932808,0,0,0,0,0,0
Africa,Bacterial skin infections,90 to 94,Group A Streptococcus,72.63928417,21.62804763,159.1297258,6.959532271,0,30.15186943,0,0,0,0,0,0
Africa,Bacterial skin infections,95 plus,Group A Streptococcus,19.32029224,9.815299771,33.79469225,1.829681637,0,6.159769259,0,0,0,0,0,0
Americas,Bacterial skin infections,EN,Group A Streptococcus,0.230005646,0.008968284,1.015932565,0.02038762,0,0.124021962,0,0,0,0,0,0
Americas,Bacterial skin infections,LN,Group A Streptococcus,0.075938613,0.00113504,0.432431243,0.00666605,0,0.046918523,0,0,0,0,0,0
Americas,Bacterial skin infections,PN,Group A Streptococcus,6.64279789,3.569231143,11.44130556,0.636881359,0,2.27558802,4.244125089,2.280404085,7.309921629,0.406907481,0,1.453887408
Americas,Bacterial skin infections,1 to 4,Group A Streptococcus,3.554848371,1.886841816,6.595107574,0.340470653,0,1.213540473,2.319538562,1.231164285,4.303307692,0.222157101,0,0.791835159
Americas,Bacterial skin infections,5 to 9,Group A Streptococcus,2.406449313,1.181769,4.628538312,0.23069988,0,0.857312914,0.030196311,0.014828928,0.058079255,0.00289484,0,0.010757628
Americas,Bacterial skin infections,10 to 14,Group A Streptococcus,2.942073646,1.517170481,5.312632746,0.281105568,0,1.008463844,0,0,0,0,0,0
Americas,Bacterial skin infections,15 to 19,Group A Streptococcus,4.237765335,1.976306385,8.704695282,0.407474087,0,1.627763311,0,0,0,0,0,0
Americas,Bacterial skin infections,20 to 24,Group A Streptococcus,7.190406761,3.303101823,15.24256095,0.6923924,0,2.785811365,0,0,0,0,0,0
Americas,Bacterial skin infections,25 to 29,Group A Streptococcus,10.56316065,4.698007493,22.55450216,1.018884603,0,4.085283449,0,0,0,0,0,0
Americas,Bacterial skin infections,30 to 34,Group A Streptococcus,15.26168595,7.153425621,32.31513765,1.469359535,0,5.902320886,0,0,0,0,0,0
Americas,Bacterial skin infections,35 to 39,Group A Streptococcus,22.89618131,10.38705384,48.93495158,2.203249594,0,8.865651447,0,0,0,0,0,0
Americas,Bacterial skin infections,40 to 44,Group A Streptococcus,32.57634812,14.93179511,67.71632618,3.136173325,0,12.04588954,0,0,0,0,0,0
Americas,Bacterial skin infections,45 to 49,Group A Streptococcus,50.20403955,22.70949854,103.8815438,4.834746297,0,19.30550336,0,0,0,0,0,0
Americas,Bacterial skin infections,50 to 54,Group A Streptococcus,94.07577069,42.83247245,191.1326822,9.02994511,0,34.62360677,0,0,0,0,0,0
Americas,Bacterial skin infections,55 to 59,Group A Streptococcus,147.4471177,62.13821816,313.0308323,14.16681656,0,55.95906146,0,0,0,0,0,0
Americas,Bacterial skin infections,60 to 64,Group A Streptococcus,201.2775867,81.08838021,440.6525773,19.34585918,0,76.94960701,0,0,0,0,0,0
Americas,Bacterial skin infections,65 to 69,Group A Streptococcus,244.9935721,101.9553047,515.1585367,23.53612125,0,90.23527266,0,0,0,0,0,0
Americas,Bacterial skin infections,70 to 74,Group A Streptococcus,297.7259973,121.2913064,621.0589875,28.71787044,0,115.1444601,0,0,0,0,0,0
Americas,Bacterial skin infections,75 to 79,Group A Streptococcus,351.0685554,145.5223418,738.236792,33.86543275,0,130.3786401,0,0,0,0,0,0
Americas,Bacterial skin infections,80 to 84,Group A Streptococcus,378.5268221,166.5873248,735.1724658,36.52356581,0,138.0411216,0,0,0,0,0,0
Americas,Bacterial skin infections,85 to 89,Group A Streptococcus,357.3754649,161.5203644,674.9257873,34.36496915,0,126.855814,0,0,0,0,0,0
Americas,Bacterial skin infections,90 to 94,Group A Streptococcus,261.2347104,115.1257456,520.3759735,25.15767926,0,95.17288795,0,0,0,0,0,0
Americas,Bacterial skin infections,95 plus,Group A Streptococcus,165.0514705,88.19560806,277.3799683,15.71474379,0,54.06990549,0,0,0,0,0,0
Eastern Mediterranean,Bacterial skin infections,EN,Group A Streptococcus,1.794780913,0.037815637,12.06715333,0.150988489,0,1.146678447,0,0,0,0,0,0
Eastern Mediterranean,Bacterial skin infections,LN,Group A Streptococcus,0.308452136,0.005772531,1.482125151,0.02744074,0,0.179511873,0,0,0,0,0,0
Eastern Mediterranean,Bacterial skin infections,PN,Group A Streptococcus,4.457409919,1.796596517,9.736693397,0.426748365,0,1.794993934,2.847867056,1.147856743,6.220834266,0.272652197,0,1.146832843
Eastern Mediterranean,Bacterial skin infections,1 to 4,Group A Streptococcus,3.636803133,1.283361237,8.480646726,0.344688695,0,1.561914169,2.373014044,0.837393207,5.533621989,0.224909374,0,1.019148995
Eastern Mediterranean,Bacterial skin infections,5 to 9,Group A Streptococcus,2.323636979,0.520505228,6.468883546,0.22046203,0,1.063709156,0.029157176,0.00653134,0.081172048,0.002766375,0,0.013347504
Eastern Mediterranean,Bacterial skin infections,10 to 14,Group A Streptococcus,2.368920507,0.778423016,5.545664725,0.225112555,0,0.986313721,0,0,0,0,0,0
Eastern Mediterranean,Bacterial skin infections,15 to 19,Group A Streptococcus,5.1761292,1.817626858,12.18350359,0.495722189,0,2.219977493,0,0,0,0,0,0
Eastern Mediterranean,Bacterial skin infections,20 to 24,Group A Streptococcus,5.202834526,1.602126019,12.76093257,0.500908861,0,2.261761658,0,0,0,0,0,0
Eastern Mediterranean,Bacterial skin infections,25 to 29,Group A Streptococcus,3.485706912,0.980966132,8.954878863,0.337025724,0,1.549556968,0,0,0,0,0,0
Eastern Mediterranean,Bacterial skin infections,30 to 34,Group A Streptococcus,4.269144797,1.264816396,10.96112052,0.413801726,0,1.853437053,0,0,0,0,0,0
Eastern Mediterranean,Bacterial skin infections,35 to 39,Group A Streptococcus,5.765149267,1.636301806,15.22008201,0.55909799,0,2.548469643,0,0,0,0,0,0
Eastern Mediterranean,Bacterial skin infections,40 to 44,Group A Streptococcus,8.515812577,2.623975709,21.59106811,0.824789956,0,3.659379116,0,0,0,0,0,0
Eastern Mediterranean,Bacterial skin infections,45 to 49,Group A Streptococcus,13.20490822,4.218133701,33.62378428,1.280377485,0,5.666229508,0,0,0,0,0,0
Eastern Mediterranean,Bacterial skin infections,50 to 54,Group A Streptococcus,24.05226532,7.293079136,60.12966367,2.331088945,0,9.876734409,0,0,0,0,0,0
Eastern Mediterranean,Bacterial skin infections,55 to 59,Group A Streptococcus,33.90885032,8.562817999,87.9670952,3.288893691,0,14.20000254,0,0,0,0,0,0
Eastern Mediterranean,Bacterial skin infections,60 to 64,Group A Streptococcus,47.0761445,11.04300649,122.8524037,4.562646291,0,19.6852765,0,0,0,0,0,0
Eastern Mediterranean,Bacterial skin infections,65 to 69,Group A Streptococcus,59.24536139,15.48533425,146.2708488,5.728445008,0,24.74956041,0,0,0,0,0,0
Eastern Mediterranean,Bacterial skin infections,70 to 74,Group A Streptococcus,65.28643695,15.90002343,166.712534,6.33169739,0,29.15291906,0,0,0,0,0,0
Eastern Mediterranean,Bacterial skin infections,75 to 79,Group A Streptococcus,70.87987965,17.72651782,174.7159662,6.874681492,0,30.8212626,0,0,0,0,0,0
Eastern Mediterranean,Bacterial skin infections,80 to 84,Group A Streptococcus,59.55903182,16.15936452,138.214844,5.768674304,0,25.98726081,0,0,0,0,0,0
Eastern Mediterranean,Bacterial skin infections,85 to 89,Group A Streptococcus,39.58569534,11.36962432,90.73021444,3.830247218,0,16.72652239,0,0,0,0,0,0
Eastern Mediterranean,Bacterial skin infections,90 to 94,Group A Streptococcus,17.85678131,5.240085449,41.70163724,1.728748927,0,7.621007436,0,0,0,0,0,0
Eastern Mediterranean,Bacterial skin infections,95 plus,Group A Streptococcus,5.335578376,2.490743933,9.864585851,0.507416521,0,1.811840744,0,0,0,0,0,0
Europe,Bacterial skin infections,EN,Group A Streptococcus,0.010980639,0.00015786,0.063683037,0.000927749,0,0.006308913,0,0,0,0,0,0
Europe,Bacterial skin infections,LN,Group A Streptococcus,0.022967234,0.000140795,0.167928257,0.001945764,0,0.014896995,0,0,0,0,0,0
Europe,Bacterial skin infections,PN,Group A Streptococcus,0.438518597,0.191364322,1.011839727,0.042383606,0,0.170765628,0.280172272,0.122263862,0.646470725,0.02707915,0,0.109103227
Europe,Bacterial skin infections,1 to 4,Group A Streptococcus,0.377112026,0.174272754,0.815438767,0.036234439,0,0.147867165,0.246065597,0.113712972,0.532073795,0.023642971,0,0.096483325
Europe,Bacterial skin infections,5 to 9,Group A Streptococcus,0.355167445,0.128988129,0.958239863,0.034096657,0,0.14916226,0.004456668,0.001618553,0.012024068,0.000427847,0,0.0018717
Europe,Bacterial skin infections,10 to 14,Group A Streptococcus,0.453177756,0.19227572,1.034635928,0.04345463,0,0.176477773,0,0,0,0,0,0
Europe,Bacterial skin infections,15 to 19,Group A Streptococcus,0.772723658,0.322890681,1.739223612,0.074650489,0,0.309937969,0,0,0,0,0,0
Europe,Bacterial skin infections,20 to 24,Group A Streptococcus,1.457432847,0.569789741,3.281007486,0.141121306,0,0.590920714,0,0,0,0,0,0
Europe,Bacterial skin infections,25 to 29,Group A Streptococcus,3.006651447,1.167916036,6.85326343,0.291556567,0,1.230119412,0,0,0,0,0,0
Europe,Bacterial skin infections,30 to 34,Group A Streptococcus,5.45911919,2.222253237,12.17032775,0.529987475,0,2.176900548,0,0,0,0,0,0
Europe,Bacterial skin infections,35 to 39,Group A Streptococcus,7.731243343,2.965753815,17.89317666,0.750635621,0,3.150501061,0,0,0,0,0,0
Europe,Bacterial skin infections,40 to 44,Group A Streptococcus,10.63866849,4.053682519,24.7345642,1.03372817,0,4.244534559,0,0,0,0,0,0
Europe,Bacterial skin infections,45 to 49,Group A Streptococcus,15.91686539,6.058597592,37.01454297,1.545293927,0,6.514690811,0,0,0,0,0,0
Europe,Bacterial skin infections,50 to 54,Group A Streptococcus,28.8230192,10.92066538,67.6717086,2.792728046,0,11.95166064,0,0,0,0,0,0
Europe,Bacterial skin infections,55 to 59,Group A Streptococcus,48.68231141,16.04361,122.3646671,4.722861708,0,20.23850745,0,0,0,0,0,0
Europe,Bacterial skin infections,60 to 64,Group A Streptococcus,73.80264604,23.40978675,184.6426397,7.160562501,0,30.64493733,0,0,0,0,0,0
Europe,Bacterial skin infections,65 to 69,Group A Streptococcus,97.51529765,32.29804745,230.9427735,9.434041967,0,39.24579762,0,0,0,0,0,0
Europe,Bacterial skin infections,70 to 74,Group A Streptococcus,119.1981703,38.08346453,279.1525188,11.57670267,0,50.73744382,0,0,0,0,0,0
Europe,Bacterial skin infections,75 to 79,Group A Streptococcus,156.9175761,50.75619112,368.8928966,15.22193671,0,65.54708446,0,0,0,0,0,0
Europe,Bacterial skin infections,80 to 84,Group A Streptococcus,222.5543109,78.93930864,485.1082402,21.57127424,0,90.56495609,0,0,0,0,0,0
Europe,Bacterial skin infections,85 to 89,Group A Streptococcus,223.8579663,91.80626418,458.8821582,21.62127298,0,87.20099423,0,0,0,0,0,0
Europe,Bacterial skin infections,90 to 94,Group A Streptococcus,166.2925217,74.86874358,327.5583362,16.05158218,0,63.0650637,0,0,0,0,0,0
Europe,Bacterial skin infections,95 plus,Group A Streptococcus,76.12905077,40.21809183,126.879617,7.257889835,0,24.36515465,0,0,0,0,0,0
South-East Asia,Bacterial skin infections,EN,Group A Streptococcus,0.521219887,0.010946106,2.815479302,0.045533593,0,0.344925603,0,0,0,0,0,0
South-East Asia,Bacterial skin infections,LN,Group A Streptococcus,0.140434385,0.001298369,0.864238209,0.012261722,0,0.088464617,0,0,0,0,0,0
South-East Asia,Bacterial skin infections,PN,Group A Streptococcus,18.83278007,7.826990038,30.47513005,1.773968205,0,6.059044341,12.03238089,5.000712854,19.47075106,1.133399373,0,3.871161298
South-East Asia,Bacterial skin infections,1 to 4,Group A Streptococcus,10.50337967,4.632137846,16.92790331,0.992074919,0,3.413975291,6.853455237,3.022469945,11.04545691,0.647328885,0,2.227618877
South-East Asia,Bacterial skin infections,5 to 9,Group A Streptococcus,7.08717809,3.307056931,12.95191615,0.671934806,0,2.498430163,0.088930456,0.041497205,0.16252164,0.00843149,0,0.031350494
