WHO_region,Disease_presentation,Age_group,Pathogen,Susceptible_mean,Susceptible_lower,Susceptible_upper,associated with resistance (mean),associated with resistance (lower),associated with resistance (upper),attributable to resistance (mean),attributable to resistance (lower),attributable to resistance (upper),vaccine avertable-associated with resistance (mean),vaccine avertable-associated with resistance (lower),vaccine avertable-associated with resistance (upper),vaccine avertable-attributable to resistance (mean),vaccine avertable-attributable to resistance (lower),vaccine avertable-attributable to resistance (upper)
South-East Asia,Diarrhoea,15 to 19,Escherichia coli,1000,0,1000,18000,6000,40000,5000,2000,12000,0,0,0,0,0,0
South-East Asia,Diarrhoea,20 to 24,Escherichia coli,0,0,1000,13000,4000,33000,4000,1000,10000,0,0,0,0,0,0
South-East Asia,Diarrhoea,25 to 29,Escherichia coli,0,0,1000,10000,3000,24000,3000,1000,7000,0,0,0,0,0,0
South-East Asia,Diarrhoea,30 to 34,Escherichia coli,0,0,1000,8000,3000,19000,2000,1000,5000,0,0,0,0,0,0
South-East Asia,Diarrhoea,35 to 39,Escherichia coli,0,0,1000,7000,3000,15000,2000,1000,4000,0,0,0,0,0,0
South-East Asia,Diarrhoea,40 to 44,Escherichia coli,0,0,1000,6000,2000,14000,2000,1000,4000,0,0,0,0,0,0
South-East Asia,Diarrhoea,45 to 49,Escherichia coli,0,0,1000,9000,3000,19000,3000,1000,6000,0,0,0,0,0,0
South-East Asia,Diarrhoea,50 to 54,Escherichia coli,0,0,1000,13000,5000,31000,4000,1000,9000,0,0,0,0,0,0
South-East Asia,Diarrhoea,55 to 59,Escherichia coli,1000,0,1000,17000,6000,40000,5000,2000,12000,0,0,0,0,0,0
South-East Asia,Diarrhoea,60 to 64,Escherichia coli,1000,0,2000,28000,10000,65000,9000,3000,20000,0,0,0,0,0,0
South-East Asia,Diarrhoea,65 to 69,Escherichia coli,1000,1000,3000,44000,16000,100000,14000,5000,31000,0,0,0,0,0,0
South-East Asia,Diarrhoea,70 to 74,Escherichia coli,2000,1000,4000,61000,22000,133000,19000,6000,42000,0,0,0,0,0,0
South-East Asia,Diarrhoea,75 to 79,Escherichia coli,2000,1000,4000,62000,22000,136000,19000,7000,43000,0,0,0,0,0,0
South-East Asia,Diarrhoea,80 to 84,Escherichia coli,2000,1000,5000,66000,23000,150000,21000,7000,47000,0,0,0,0,0,0
South-East Asia,Diarrhoea,85 to 89,Escherichia coli,1000,0,3000,37000,14000,81000,11000,4000,26000,0,0,0,0,0,0
South-East Asia,Diarrhoea,90 to 94,Escherichia coli,0,0,1000,15000,6000,35000,5000,2000,11000,0,0,0,0,0,0
South-East Asia,Diarrhoea,95 plus,Escherichia coli,0,0,0,4000,2000,9000,1000,0,3000,0,0,0,0,0,0
South-East Asia,Intra-abdominal infections,EN,Escherichia coli,0,0,0,5000,2000,8000,1000,1000,2000,0,0,0,0,0,0
South-East Asia,Intra-abdominal infections,LN,Escherichia coli,0,0,0,5000,3000,9000,2000,1000,3000,0,0,0,0,0,0
South-East Asia,Intra-abdominal infections,PN,Escherichia coli,1000,1000,2000,32000,17000,53000,10000,5000,16000,0,0,0,0,0,0
South-East Asia,Intra-abdominal infections,1 to 4,Escherichia coli,1000,1000,2000,28000,15000,46000,8000,4000,14000,0,0,0,0,0,0
South-East Asia,Intra-abdominal infections,5 to 9,Escherichia coli,1000,1000,2000,26000,15000,40000,8000,4000,13000,0,0,0,0,0,0
South-East Asia,Intra-abdominal infections,10 to 14,Escherichia coli,1000,1000,1000,23000,15000,35000,7000,4000,11000,0,0,0,0,0,0
South-East Asia,Intra-abdominal infections,15 to 19,Escherichia coli,3000,2000,4000,76000,46000,110000,24000,14000,36000,0,0,0,0,0,0
South-East Asia,Intra-abdominal infections,20 to 24,Escherichia coli,3000,2000,5000,82000,43000,132000,25000,13000,43000,0,0,0,0,0,0
South-East Asia,Intra-abdominal infections,25 to 29,Escherichia coli,3000,2000,5000,82000,44000,134000,25000,13000,43000,0,0,0,0,0,0
South-East Asia,Intra-abdominal infections,30 to 34,Escherichia coli,3000,1000,5000,80000,38000,138000,25000,12000,44000,0,0,0,0,0,0
South-East Asia,Intra-abdominal infections,35 to 39,Escherichia coli,4000,2000,8000,107000,52000,186000,33000,16000,58000,0,0,0,0,0,0
South-East Asia,Intra-abdominal infections,40 to 44,Escherichia coli,5000,3000,9000,124000,66000,201000,38000,20000,63000,0,0,0,0,0,0
South-East Asia,Intra-abdominal infections,45 to 49,Escherichia coli,7000,4000,11000,160000,84000,260000,49000,25000,82000,0,0,0,0,0,0
South-East Asia,Intra-abdominal infections,50 to 54,Escherichia coli,8000,4000,12000,172000,101000,263000,52000,30000,84000,0,0,0,0,0,0
South-East Asia,Intra-abdominal infections,55 to 59,Escherichia coli,8000,5000,12000,190000,121000,272000,58000,36000,87000,0,0,0,0,0,0
South-East Asia,Intra-abdominal infections,60 to 64,Escherichia coli,8000,5000,12000,192000,124000,273000,58000,36000,88000,0,0,0,0,0,0
South-East Asia,Intra-abdominal infections,65 to 69,Escherichia coli,8000,5000,11000,181000,125000,244000,55000,37000,78000,0,0,0,0,0,0
South-East Asia,Intra-abdominal infections,70 to 74,Escherichia coli,7000,5000,11000,171000,109000,250000,52000,32000,78000,0,0,0,0,0,0
South-East Asia,Intra-abdominal infections,75 to 79,Escherichia coli,6000,4000,8000,126000,84000,177000,38000,25000,55000,0,0,0,0,0,0
South-East Asia,Intra-abdominal infections,80 to 84,Escherichia coli,4000,3000,5000,84000,58000,117000,25000,17000,37000,0,0,0,0,0,0
South-East Asia,Intra-abdominal infections,85 to 89,Escherichia coli,2000,1000,3000,37000,25000,52000,11000,7000,16000,0,0,0,0,0,0
South-East Asia,Intra-abdominal infections,90 to 94,Escherichia coli,1000,0,1000,12000,8000,17000,4000,2000,5000,0,0,0,0,0,0
South-East Asia,Intra-abdominal infections,95 plus,Escherichia coli,0,0,0,3000,2000,4000,1000,0,1000,0,0,0,0,0,0
South-East Asia,LRI and thorax infections,EN,Escherichia coli,43000,27000,65000,1316000,847000,1926000,412000,255000,627000,0,0,0,0,0,0
South-East Asia,LRI and thorax infections,LN,Escherichia coli,10000,7000,15000,317000,224000,442000,100000,66000,148000,0,0,0,0,0,0
South-East Asia,LRI and thorax infections,PN,Escherichia coli,8000,6000,11000,228000,171000,298000,71000,50000,99000,0,0,0,0,0,0
South-East Asia,LRI and thorax infections,1 to 4,Escherichia coli,3000,2000,4000,81000,57000,111000,25000,17000,36000,0,0,0,0,0,0
South-East Asia,LRI and thorax infections,5 to 9,Escherichia coli,1000,0,1000,15000,12000,20000,5000,3000,6000,0,0,0,0,0,0
South-East Asia,LRI and thorax infections,10 to 14,Escherichia coli,0,0,0,8000,6000,10000,3000,2000,3000,0,0,0,0,0,0
South-East Asia,LRI and thorax infections,15 to 19,Escherichia coli,0,0,0,7000,5000,9000,2000,2000,3000,0,0,0,0,0,0
South-East Asia,LRI and thorax infections,20 to 24,Escherichia coli,0,0,0,7000,5000,9000,2000,2000,3000,0,0,0,0,0,0
South-East Asia,LRI and thorax infections,25 to 29,Escherichia coli,0,0,0,6000,5000,8000,2000,1000,3000,0,0,0,0,0,0
South-East Asia,LRI and thorax infections,30 to 34,Escherichia coli,0,0,0,6000,5000,8000,2000,1000,3000,0,0,0,0,0,0
South-East Asia,LRI and thorax infections,35 to 39,Escherichia coli,0,0,0,8000,6000,10000,2000,2000,3000,0,0,0,0,0,0
South-East Asia,LRI and thorax infections,40 to 44,Escherichia coli,0,0,1000,9000,7000,12000,3000,2000,4000,0,0,0,0,0,0
South-East Asia,LRI and thorax infections,45 to 49,Escherichia coli,0,0,1000,12000,9000,16000,4000,3000,5000,0,0,0,0,0,0
South-East Asia,LRI and thorax infections,50 to 54,Escherichia coli,1000,1000,2000,28000,21000,38000,8000,6000,12000,0,0,0,0,0,0
South-East Asia,LRI and thorax infections,55 to 59,Escherichia coli,2000,1000,2000,37000,27000,51000,11000,8000,16000,0,0,0,0,0,0
South-East Asia,LRI and thorax infections,60 to 64,Escherichia coli,2000,2000,3000,54000,40000,74000,17000,11000,24000,0,0,0,0,0,0
South-East Asia,LRI and thorax infections,65 to 69,Escherichia coli,3000,2000,4000,66000,50000,88000,20000,14000,28000,0,0,0,0,0,0
South-East Asia,LRI and thorax infections,70 to 74,Escherichia coli,3000,2000,4000,66000,44000,98000,20000,13000,31000,0,0,0,0,0,0
South-East Asia,LRI and thorax infections,75 to 79,Escherichia coli,2000,2000,3000,54000,38000,78000,17000,11000,25000,0,0,0,0,0,0
South-East Asia,LRI and thorax infections,80 to 84,Escherichia coli,2000,1000,2000,43000,31000,59000,13000,9000,19000,0,0,0,0,0,0
South-East Asia,LRI and thorax infections,85 to 89,Escherichia coli,1000,1000,1000,20000,14000,28000,6000,4000,9000,0,0,0,0,0,0
South-East Asia,LRI and thorax infections,90 to 94,Escherichia coli,0,0,0,7000,5000,10000,2000,1000,3000,0,0,0,0,0,0
South-East Asia,LRI and thorax infections,95 plus,Escherichia coli,0,0,0,1000,1000,2000,0,0,1000,0,0,0,0,0,0
South-East Asia,UTI,EN,Escherichia coli,0,0,0,3000,1000,6000,1000,0,2000,0,0,0,0,0,0
South-East Asia,UTI,LN,Escherichia coli,0,0,0,3000,2000,5000,1000,1000,2000,0,0,0,0,0,0
South-East Asia,UTI,PN,Escherichia coli,1000,0,1000,19000,12000,31000,6000,4000,10000,8728.125,5512.5,14240.625,2756.25,1837.5,4593.75
South-East Asia,UTI,1 to 4,Escherichia coli,0,0,1000,13000,9000,19000,4000,3000,6000,6370,4410,9310,1960,1470,2940
South-East Asia,UTI,5 to 9,Escherichia coli,0,0,1000,12000,8000,16000,4000,2000,5000,158.307692307692,105.538461538462,211.076923076923,52.7692307692308,26.3846153846154,65.9615384615385
South-East Asia,UTI,10 to 14,Escherichia coli,0,0,1000,12000,9000,15000,4000,3000,5000,0,0,0,0,0,0
South-East Asia,UTI,15 to 19,Escherichia coli,1000,1000,1000,25000,19000,31000,8000,6000,10000,0,0,0,0,0,0
South-East Asia,UTI,20 to 24,Escherichia coli,1000,1000,2000,36000,28000,44000,11000,8000,14000,0,0,0,0,0,0
South-East Asia,UTI,25 to 29,Escherichia coli,1000,1000,1000,32000,25000,39000,10000,7000,12000,0,0,0,0,0,0
South-East Asia,UTI,30 to 34,Escherichia coli,1000,1000,2000,33000,27000,41000,10000,8000,13000,0,0,0,0,0,0
South-East Asia,UTI,35 to 39,Escherichia coli,1000,1000,2000,35000,28000,43000,11000,8000,14000,0,0,0,0,0,0
South-East Asia,UTI,40 to 44,Escherichia coli,2000,1000,2000,43000,34000,53000,13000,10000,17000,0,0,0,0,0,0
South-East Asia,UTI,45 to 49,Escherichia coli,2000,1000,3000,47000,36000,59000,14000,10000,19000,0,0,0,0,0,0
South-East Asia,UTI,50 to 54,Escherichia coli,2000,2000,3000,56000,43000,70000,17000,12000,23000,0,0,0,0,0,0
South-East Asia,UTI,55 to 59,Escherichia coli,3000,2000,4000,64000,47000,82000,19000,14000,26000,0,0,0,0,0,0
South-East Asia,UTI,60 to 64,Escherichia coli,3000,2000,4000,69000,51000,89000,21000,15000,29000,0,0,0,0,0,0
South-East Asia,UTI,65 to 69,Escherichia coli,3000,2000,4000,77000,56000,98000,24000,17000,32000,0,0,0,0,0,0
South-East Asia,UTI,70 to 74,Escherichia coli,3000,2000,4000,73000,54000,96000,23000,16000,31000,0,0,0,0,0,0
South-East Asia,UTI,75 to 79,Escherichia coli,2000,2000,3000,60000,44000,78000,18000,13000,25000,29400,21560,38220,8820,6370,12250
South-East Asia,UTI,80 to 84,Escherichia coli,2000,1000,2000,43000,32000,55000,13000,9000,18000,0,0,0,0,0,0
South-East Asia,UTI,85 to 89,Escherichia coli,1000,1000,1000,21000,16000,27000,7000,5000,9000,0,0,0,0,0,0
South-East Asia,UTI,90 to 94,Escherichia coli,0,0,1000,8000,6000,11000,3000,2000,3000,0,0,0,0,0,0
South-East Asia,UTI,95 plus,Escherichia coli,0,0,0,2000,1000,3000,1000,0,1000,0,0,0,0,0,0
Western Pacific,Bacterial skin infections,EN,Escherichia coli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Pacific,Bacterial skin infections,LN,Escherichia coli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Pacific,Bacterial skin infections,PN,Escherichia coli,0,0,0,1000,0,2000,0,0,0,0,0,0,0,0,0
Western Pacific,Bacterial skin infections,1 to 4,Escherichia coli,0,0,0,1000,0,1000,0,0,0,0,0,0,0,0,0
Western Pacific,Bacterial skin infections,5 to 9,Escherichia coli,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0
Western Pacific,Bacterial skin infections,10 to 14,Escherichia coli,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0
Western Pacific,Bacterial skin infections,15 to 19,Escherichia coli,0,0,0,1000,0,1000,0,0,0,0,0,0,0,0,0
Western Pacific,Bacterial skin infections,20 to 24,Escherichia coli,0,0,0,1000,0,2000,0,0,1000,0,0,0,0,0,0
Western Pacific,Bacterial skin infections,25 to 29,Escherichia coli,0,0,0,1000,0,3000,0,0,1000,0,0,0,0,0,0
Western Pacific,Bacterial skin infections,30 to 34,Escherichia coli,0,0,1000,2000,1000,5000,0,0,1000,0,0,0,0,0,0
Western Pacific,Bacterial skin infections,35 to 39,Escherichia coli,0,0,1000,2000,1000,6000,1000,0,1000,0,0,0,0,0,0
Western Pacific,Bacterial skin infections,40 to 44,Escherichia coli,0,0,1000,3000,1000,8000,1000,0,2000,0,0,0,0,0,0
Western Pacific,Bacterial skin infections,45 to 49,Escherichia coli,1000,0,2000,4000,1000,12000,1000,0,3000,0,0,0,0,0,0
Western Pacific,Bacterial skin infections,50 to 54,Escherichia coli,1000,0,2000,6000,2000,15000,2000,0,4000,0,0,0,0,0,0
Western Pacific,Bacterial skin infections,55 to 59,Escherichia coli,1000,0,3000,7000,2000,19000,2000,0,5000,0,0,0,0,0,0
Western Pacific,Bacterial skin infections,60 to 64,Escherichia coli,1000,0,3000,9000,2000,24000,2000,0,6000,0,0,0,0,0,0
Western Pacific,Bacterial skin infections,65 to 69,Escherichia coli,1000,0,4000,11000,2000,27000,3000,1000,7000,0,0,0,0,0,0
Western Pacific,Bacterial skin infections,70 to 74,Escherichia coli,1000,0,4000,9000,2000,26000,2000,1000,6000,0,0,0,0,0,0
Western Pacific,Bacterial skin infections,75 to 79,Escherichia coli,1000,0,3000,8000,2000,22000,2000,0,6000,0,0,0,0,0,0
Western Pacific,Bacterial skin infections,80 to 84,Escherichia coli,1000,0,3000,7000,2000,17000,2000,0,5000,0,0,0,0,0,0
Western Pacific,Bacterial skin infections,85 to 89,Escherichia coli,1000,0,2000,4000,1000,10000,1000,0,3000,0,0,0,0,0,0
Western Pacific,Bacterial skin infections,90 to 94,Escherichia coli,0,0,1000,2000,1000,4000,0,0,1000,0,0,0,0,0,0
Western Pacific,Bacterial skin infections,95 plus,Escherichia coli,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0
Western Pacific,Bone and joint infections,EN,Escherichia coli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Pacific,Bone and joint infections,LN,Escherichia coli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Pacific,Bone and joint infections,PN,Escherichia coli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Pacific,Bone and joint infections,1 to 4,Escherichia coli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Pacific,Bone and joint infections,5 to 9,Escherichia coli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Pacific,Bone and joint infections,10 to 14,Escherichia coli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Pacific,Bone and joint infections,15 to 19,Escherichia coli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Pacific,Bone and joint infections,20 to 24,Escherichia coli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Pacific,Bone and joint infections,25 to 29,Escherichia coli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Pacific,Bone and joint infections,30 to 34,Escherichia coli,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0
Western Pacific,Bone and joint infections,35 to 39,Escherichia coli,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0
Western Pacific,Bone and joint infections,40 to 44,Escherichia coli,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0
Western Pacific,Bone and joint infections,45 to 49,Escherichia coli,0,0,0,1000,0,2000,0,0,0,0,0,0,0,0,0
Western Pacific,Bone and joint infections,50 to 54,Escherichia coli,0,0,0,1000,0,3000,0,0,1000,0,0,0,0,0,0
Western Pacific,Bone and joint infections,55 to 59,Escherichia coli,0,0,0,1000,0,3000,0,0,1000,0,0,0,0,0,0
Western Pacific,Bone and joint infections,60 to 64,Escherichia coli,0,0,0,1000,0,3000,0,0,1000,0,0,0,0,0,0
Western Pacific,Bone and joint infections,65 to 69,Escherichia coli,0,0,0,1000,0,3000,0,0,1000,0,0,0,0,0,0
Western Pacific,Bone and joint infections,70 to 74,Escherichia coli,0,0,1000,2000,1000,5000,0,0,1000,0,0,0,0,0,0
Western Pacific,Bone and joint infections,75 to 79,Escherichia coli,0,0,1000,1000,0,3000,0,0,1000,0,0,0,0,0,0
Western Pacific,Bone and joint infections,80 to 84,Escherichia coli,0,0,0,1000,0,3000,0,0,1000,0,0,0,0,0,0
Western Pacific,Bone and joint infections,85 to 89,Escherichia coli,0,0,0,1000,0,2000,0,0,0,0,0,0,0,0,0
Western Pacific,Bone and joint infections,90 to 94,Escherichia coli,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0
Western Pacific,Bone and joint infections,95 plus,Escherichia coli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Pacific,BSI,EN,Escherichia coli,4000,3000,7000,31000,21000,46000,8000,5000,13000,0,0,0,0,0,0
Western Pacific,BSI,LN,Escherichia coli,2000,2000,3000,17000,12000,23000,4000,3000,6000,0,0,0,0,0,0
Western Pacific,BSI,PN,Escherichia coli,2000,1000,3000,15000,10000,22000,4000,2000,6000,6890.625,4593.75,10106.25,1837.5,918.75,2756.25
Western Pacific,BSI,1 to 4,Escherichia coli,1000,0,1000,5000,2000,8000,1000,1000,2000,2450,980,3920,490,490,980
Western Pacific,BSI,5 to 9,Escherichia coli,1000,0,1000,4000,2000,7000,1000,1000,2000,52.7692307692308,26.3846153846154,92.3461538461538,13.1923076923077,13.1923076923077,26.3846153846154
Western Pacific,BSI,10 to 14,Escherichia coli,0,0,1000,3000,2000,5000,1000,0,1000,0,0,0,0,0,0
Western Pacific,BSI,15 to 19,Escherichia coli,1000,0,1000,4000,2000,7000,1000,1000,2000,0,0,0,0,0,0
Western Pacific,BSI,20 to 24,Escherichia coli,1000,0,1000,6000,3000,10000,2000,1000,3000,0,0,0,0,0,0
Western Pacific,BSI,25 to 29,Escherichia coli,1000,0,2000,8000,4000,13000,2000,1000,4000,0,0,0,0,0,0
Western Pacific,BSI,30 to 34,Escherichia coli,2000,1000,3000,11000,5000,21000,3000,1000,5000,0,0,0,0,0,0
Western Pacific,BSI,35 to 39,Escherichia coli,2000,1000,3000,13000,6000,23000,3000,1000,6000,0,0,0,0,0,0
Western Pacific,BSI,40 to 44,Escherichia coli,2000,1000,4000,17000,8000,30000,4000,2000,8000,0,0,0,0,0,0
Western Pacific,BSI,45 to 49,Escherichia coli,4000,2000,7000,26000,12000,46000,7000,3000,12000,0,0,0,0,0,0
Western Pacific,BSI,50 to 54,Escherichia coli,9000,5000,15000,65000,35000,106000,17000,9000,29000,0,0,0,0,0,0
Western Pacific,BSI,55 to 59,Escherichia coli,10000,6000,16000,69000,40000,109000,18000,10000,30000,0,0,0,0,0,0
Western Pacific,BSI,60 to 64,Escherichia coli,11000,6000,17000,74000,41000,118000,19000,10000,32000,0,0,0,0,0,0
Western Pacific,BSI,65 to 69,Escherichia coli,13000,8000,19000,82000,51000,125000,21000,12000,35000,0,0,0,0,0,0
Western Pacific,BSI,70 to 74,Escherichia coli,20000,11000,34000,120000,64000,205000,31000,16000,56000,0,0,0,0,0,0
Western Pacific,BSI,75 to 79,Escherichia coli,14000,7000,24000,82000,42000,140000,21000,10000,38000,40180,20580,68600,10290,4900,18620
Western Pacific,BSI,80 to 84,Escherichia coli,11000,6000,18000,64000,35000,105000,16000,8000,29000,0,0,0,0,0,0
Western Pacific,BSI,85 to 89,Escherichia coli,7000,4000,12000,37000,19000,64000,10000,5000,17000,0,0,0,0,0,0
Western Pacific,BSI,90 to 94,Escherichia coli,3000,1000,5000,12000,5000,22000,3000,1000,6000,0,0,0,0,0,0
Western Pacific,BSI,95 plus,Escherichia coli,1000,0,2000,3000,1000,7000,1000,0,2000,0,0,0,0,0,0
Western Pacific,Cardiac infections,EN,Escherichia coli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Pacific,Cardiac infections,LN,Escherichia coli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Pacific,Cardiac infections,PN,Escherichia coli,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0
Western Pacific,Cardiac infections,1 to 4,Escherichia coli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Pacific,Cardiac infections,5 to 9,Escherichia coli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Pacific,Cardiac infections,10 to 14,Escherichia coli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Pacific,Cardiac infections,15 to 19,Escherichia coli,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0
Western Pacific,Cardiac infections,20 to 24,Escherichia coli,0,0,0,1000,0,1000,0,0,0,0,0,0,0,0,0
Western Pacific,Cardiac infections,25 to 29,Escherichia coli,0,0,0,1000,1000,1000,0,0,0,0,0,0,0,0,0
Western Pacific,Cardiac infections,30 to 34,Escherichia coli,0,0,0,1000,1000,1000,0,0,0,0,0,0,0,0,0
Western Pacific,Cardiac infections,35 to 39,Escherichia coli,0,0,0,1000,1000,1000,0,0,0,0,0,0,0,0,0
Western Pacific,Cardiac infections,40 to 44,Escherichia coli,0,0,0,1000,1000,1000,0,0,0,0,0,0,0,0,0
Western Pacific,Cardiac infections,45 to 49,Escherichia coli,0,0,0,1000,1000,2000,0,0,0,0,0,0,0,0,0
Western Pacific,Cardiac infections,50 to 54,Escherichia coli,0,0,1000,2000,1000,3000,1000,0,1000,0,0,0,0,0,0
Western Pacific,Cardiac infections,55 to 59,Escherichia coli,0,0,1000,2000,1000,4000,1000,0,1000,0,0,0,0,0,0
Western Pacific,Cardiac infections,60 to 64,Escherichia coli,0,0,1000,2000,1000,4000,1000,0,1000,0,0,0,0,0,0
Western Pacific,Cardiac infections,65 to 69,Escherichia coli,0,0,1000,3000,2000,4000,1000,0,1000,0,0,0,0,0,0
Western Pacific,Cardiac infections,70 to 74,Escherichia coli,1000,1000,1000,4000,2000,6000,1000,1000,2000,0,0,0,0,0,0
Western Pacific,Cardiac infections,75 to 79,Escherichia coli,1000,1000,1000,3000,2000,6000,1000,1000,1000,0,0,0,0,0,0
Western Pacific,Cardiac infections,80 to 84,Escherichia coli,1000,1000,1000,3000,2000,5000,1000,0,1000,0,0,0,0,0,0
Western Pacific,Cardiac infections,85 to 89,Escherichia coli,1000,0,1000,2000,1000,3000,1000,0,1000,0,0,0,0,0,0
Western Pacific,Cardiac infections,90 to 94,Escherichia coli,1000,0,1000,1000,1000,2000,0,0,0,0,0,0,0,0,0
Western Pacific,Cardiac infections,95 plus,Escherichia coli,0,0,0,1000,0,1000,0,0,0,0,0,0,0,0,0
Western Pacific,CNS infections,EN,Escherichia coli,0,0,0,1000,0,1000,0,0,0,0,0,0,0,0,0
Western Pacific,CNS infections,LN,Escherichia coli,0,0,0,1000,1000,2000,0,0,1000,0,0,0,0,0,0
Western Pacific,CNS infections,PN,Escherichia coli,2000,1000,3000,15000,10000,21000,4000,2000,6000,0,0,0,0,0,0
Western Pacific,CNS infections,1 to 4,Escherichia coli,1000,1000,2000,9000,5000,13000,2000,1000,3000,0,0,0,0,0,0
Western Pacific,CNS infections,5 to 9,Escherichia coli,0,0,0,2000,1000,3000,1000,0,1000,0,0,0,0,0,0
Western Pacific,CNS infections,10 to 14,Escherichia coli,0,0,0,1000,1000,2000,0,0,1000,0,0,0,0,0,0
Western Pacific,CNS infections,15 to 19,Escherichia coli,0,0,0,1000,1000,2000,0,0,1000,0,0,0,0,0,0
Western Pacific,CNS infections,20 to 24,Escherichia coli,0,0,0,1000,1000,2000,0,0,1000,0,0,0,0,0,0
Western Pacific,CNS infections,25 to 29,Escherichia coli,0,0,0,2000,1000,2000,0,0,1000,0,0,0,0,0,0
Western Pacific,CNS infections,30 to 34,Escherichia coli,0,0,0,2000,1000,3000,0,0,1000,0,0,0,0,0,0
Western Pacific,CNS infections,35 to 39,Escherichia coli,0,0,0,2000,1000,3000,0,0,1000,0,0,0,0,0,0
Western Pacific,CNS infections,40 to 44,Escherichia coli,0,0,0,2000,1000,3000,0,0,1000,0,0,0,0,0,0
Western Pacific,CNS infections,45 to 49,Escherichia coli,0,0,0,2000,1000,4000,0,0,1000,0,0,0,0,0,0
Western Pacific,CNS infections,50 to 54,Escherichia coli,0,0,1000,3000,1000,6000,1000,0,2000,0,0,0,0,0,0
Western Pacific,CNS infections,55 to 59,Escherichia coli,0,0,1000,2000,1000,5000,1000,0,1000,0,0,0,0,0,0
Western Pacific,CNS infections,60 to 64,Escherichia coli,0,0,1000,2000,1000,5000,1000,0,1000,0,0,0,0,0,0
Western Pacific,CNS infections,65 to 69,Escherichia coli,0,0,1000,2000,1000,4000,1000,0,1000,0,0,0,0,0,0
Western Pacific,CNS infections,70 to 74,Escherichia coli,0,0,1000,2000,1000,4000,0,0,1000,0,0,0,0,0,0
Western Pacific,CNS infections,75 to 79,Escherichia coli,0,0,0,1000,1000,2000,0,0,1000,0,0,0,0,0,0
Western Pacific,CNS infections,80 to 84,Escherichia coli,0,0,0,1000,1000,2000,0,0,0,0,0,0,0,0,0
Western Pacific,CNS infections,85 to 89,Escherichia coli,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0
Western Pacific,CNS infections,90 to 94,Escherichia coli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Pacific,CNS infections,95 plus,Escherichia coli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Pacific,Diarrhoea,EN,Escherichia coli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Pacific,Diarrhoea,LN,Escherichia coli,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0
Western Pacific,Diarrhoea,PN,Escherichia coli,1000,0,2000,5000,2000,10000,1000,1000,3000,587.599090909091,235.039636363636,1175.19818181818,117.519818181818,117.519818181818,352.559454545455
Western Pacific,Diarrhoea,1 to 4,Escherichia coli,1000,0,1000,4000,2000,8000,1000,0,2000,738.696,369.348,1477.392,184.674,0,369.348
Western Pacific,Diarrhoea,5 to 9,Escherichia coli,0,0,0,1000,0,2000,0,0,0,15.3895,0,30.779,0,0,0
Western Pacific,Diarrhoea,10 to 14,Escherichia coli,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0
Western Pacific,Diarrhoea,15 to 19,Escherichia coli,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0
Western Pacific,Diarrhoea,20 to 24,Escherichia coli,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0
Western Pacific,Diarrhoea,25 to 29,Escherichia coli,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0
Western Pacific,Diarrhoea,30 to 34,Escherichia coli,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0
Western Pacific,Diarrhoea,35 to 39,Escherichia coli,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0
