WHO_region,Disease_presentation,Age_group,Pathogen,Associated_resistant_mean,Associated_resistant_lower,Associated_resistant_upper,Attributable_resistance_mean,Attributable_resistance_lower,Attributable_resistance_upper,hib_vaccine_coverage_2019,hib_vaccine_coverage_2018,pcv_vaccine_coverage_2019,pcv_vaccine_coverage_2018
Africa,"Typhoid, paratyphoid, and iNTS",30 to 34,Salmonella Paratyphi,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,"Typhoid, paratyphoid, and iNTS",30 to 34,Salmonella Typhi,17000,7000,36000,3000,0,7000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,"Typhoid, paratyphoid, and iNTS",35 to 39,Non-typhoidal Salmonella,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,"Typhoid, paratyphoid, and iNTS",35 to 39,Salmonella Paratyphi,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,"Typhoid, paratyphoid, and iNTS",35 to 39,Salmonella Typhi,10000,4000,21000,2000,0,4000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,"Typhoid, paratyphoid, and iNTS",40 to 44,Non-typhoidal Salmonella,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,"Typhoid, paratyphoid, and iNTS",40 to 44,Salmonella Paratyphi,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,"Typhoid, paratyphoid, and iNTS",40 to 44,Salmonella Typhi,7000,3000,13000,1000,0,3000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,"Typhoid, paratyphoid, and iNTS",45 to 49,Non-typhoidal Salmonella,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,"Typhoid, paratyphoid, and iNTS",45 to 49,Salmonella Paratyphi,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,"Typhoid, paratyphoid, and iNTS",45 to 49,Salmonella Typhi,5000,2000,11000,1000,0,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,"Typhoid, paratyphoid, and iNTS",50 to 54,Non-typhoidal Salmonella,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,"Typhoid, paratyphoid, and iNTS",50 to 54,Salmonella Paratyphi,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,"Typhoid, paratyphoid, and iNTS",50 to 54,Salmonella Typhi,4000,2000,8000,1000,0,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,"Typhoid, paratyphoid, and iNTS",55 to 59,Non-typhoidal Salmonella,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,"Typhoid, paratyphoid, and iNTS",55 to 59,Salmonella Paratyphi,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,"Typhoid, paratyphoid, and iNTS",55 to 59,Salmonella Typhi,3000,1000,6000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,"Typhoid, paratyphoid, and iNTS",60 to 64,Non-typhoidal Salmonella,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,"Typhoid, paratyphoid, and iNTS",60 to 64,Salmonella Paratyphi,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,"Typhoid, paratyphoid, and iNTS",60 to 64,Salmonella Typhi,2000,1000,4000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,"Typhoid, paratyphoid, and iNTS",65 to 69,Non-typhoidal Salmonella,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,"Typhoid, paratyphoid, and iNTS",65 to 69,Salmonella Paratyphi,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,"Typhoid, paratyphoid, and iNTS",65 to 69,Salmonella Typhi,1000,0,2000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,"Typhoid, paratyphoid, and iNTS",70 to 74,Non-typhoidal Salmonella,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,"Typhoid, paratyphoid, and iNTS",70 to 74,Salmonella Paratyphi,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,"Typhoid, paratyphoid, and iNTS",70 to 74,Salmonella Typhi,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,"Typhoid, paratyphoid, and iNTS",75 to 79,Non-typhoidal Salmonella,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,"Typhoid, paratyphoid, and iNTS",75 to 79,Salmonella Paratyphi,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,"Typhoid, paratyphoid, and iNTS",75 to 79,Salmonella Typhi,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,"Typhoid, paratyphoid, and iNTS",80 to 84,Non-typhoidal Salmonella,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,"Typhoid, paratyphoid, and iNTS",80 to 84,Salmonella Paratyphi,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,"Typhoid, paratyphoid, and iNTS",80 to 84,Salmonella Typhi,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,"Typhoid, paratyphoid, and iNTS",85 to 89,Non-typhoidal Salmonella,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,"Typhoid, paratyphoid, and iNTS",85 to 89,Salmonella Paratyphi,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,"Typhoid, paratyphoid, and iNTS",85 to 89,Salmonella Typhi,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,"Typhoid, paratyphoid, and iNTS",90 to 94,Non-typhoidal Salmonella,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,"Typhoid, paratyphoid, and iNTS",90 to 94,Salmonella Paratyphi,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,"Typhoid, paratyphoid, and iNTS",90 to 94,Salmonella Typhi,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,"Typhoid, paratyphoid, and iNTS",95 plus,Non-typhoidal Salmonella,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,"Typhoid, paratyphoid, and iNTS",95 plus,Salmonella Paratyphi,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,"Typhoid, paratyphoid, and iNTS",95 plus,Salmonella Typhi,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,EN,Acinetobacter baumannii,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,EN,Enterococcus faecium,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,EN,Escherichia coli,2000,1000,5000,1000,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,EN,Klebsiella pneumoniae,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,EN,Pseudomonas aeruginosa,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,EN,Staphylococcus aureus,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,LN,Acinetobacter baumannii,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,LN,Enterococcus faecium,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,LN,Escherichia coli,1000,1000,3000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,LN,Klebsiella pneumoniae,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,LN,Pseudomonas aeruginosa,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,LN,Staphylococcus aureus,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,PN,Acinetobacter baumannii,1000,0,2000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,PN,Enterococcus faecium,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,PN,Escherichia coli,13000,9000,18000,3000,2000,5000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,PN,Klebsiella pneumoniae,2000,2000,3000,1000,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,PN,Pseudomonas aeruginosa,1000,1000,2000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,PN,Staphylococcus aureus,3000,2000,4000,1000,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,1 to 4,Acinetobacter baumannii,1000,0,2000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,1 to 4,Enterococcus faecium,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,1 to 4,Escherichia coli,10000,6000,16000,3000,1000,4000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,1 to 4,Klebsiella pneumoniae,2000,1000,3000,1000,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,1 to 4,Pseudomonas aeruginosa,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,1 to 4,Staphylococcus aureus,2000,1000,4000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,5 to 9,Acinetobacter baumannii,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,5 to 9,Enterococcus faecium,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,5 to 9,Escherichia coli,4000,3000,6000,1000,1000,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,5 to 9,Klebsiella pneumoniae,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,5 to 9,Pseudomonas aeruginosa,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,5 to 9,Staphylococcus aureus,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,10 to 14,Acinetobacter baumannii,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,10 to 14,Enterococcus faecium,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,10 to 14,Escherichia coli,3000,2000,4000,1000,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,10 to 14,Klebsiella pneumoniae,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,10 to 14,Pseudomonas aeruginosa,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,10 to 14,Staphylococcus aureus,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,15 to 19,Acinetobacter baumannii,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,15 to 19,Enterococcus faecium,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,15 to 19,Escherichia coli,8000,5000,11000,2000,1000,3000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,15 to 19,Klebsiella pneumoniae,1000,1000,2000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,15 to 19,Pseudomonas aeruginosa,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,15 to 19,Staphylococcus aureus,1000,1000,2000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,20 to 24,Acinetobacter baumannii,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,20 to 24,Enterococcus faecium,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,20 to 24,Escherichia coli,13000,10000,18000,3000,2000,5000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,20 to 24,Klebsiella pneumoniae,2000,2000,3000,1000,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,20 to 24,Pseudomonas aeruginosa,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,20 to 24,Staphylococcus aureus,2000,2000,3000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,25 to 29,Acinetobacter baumannii,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,25 to 29,Enterococcus faecium,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,25 to 29,Escherichia coli,5000,3000,7000,1000,1000,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,25 to 29,Klebsiella pneumoniae,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,25 to 29,Pseudomonas aeruginosa,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,25 to 29,Staphylococcus aureus,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,30 to 34,Acinetobacter baumannii,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,30 to 34,Enterococcus faecium,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,30 to 34,Escherichia coli,7000,4000,10000,2000,1000,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,30 to 34,Klebsiella pneumoniae,1000,1000,2000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,30 to 34,Pseudomonas aeruginosa,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,30 to 34,Staphylococcus aureus,1000,1000,2000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,35 to 39,Acinetobacter baumannii,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,35 to 39,Enterococcus faecium,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,35 to 39,Escherichia coli,6000,4000,9000,2000,1000,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,35 to 39,Klebsiella pneumoniae,1000,1000,2000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,35 to 39,Pseudomonas aeruginosa,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,35 to 39,Staphylococcus aureus,1000,1000,2000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,40 to 44,Acinetobacter baumannii,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,40 to 44,Enterococcus faecium,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,40 to 44,Escherichia coli,6000,4000,9000,2000,1000,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,40 to 44,Klebsiella pneumoniae,1000,1000,2000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,40 to 44,Pseudomonas aeruginosa,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,40 to 44,Staphylococcus aureus,1000,1000,2000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,45 to 49,Acinetobacter baumannii,1000,0,2000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,45 to 49,Enterococcus faecium,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,45 to 49,Escherichia coli,7000,4000,10000,2000,1000,3000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,45 to 49,Klebsiella pneumoniae,1000,1000,2000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,45 to 49,Pseudomonas aeruginosa,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,45 to 49,Staphylococcus aureus,1000,1000,2000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,50 to 54,Acinetobacter baumannii,2000,1000,3000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,50 to 54,Enterococcus faecium,2000,1000,2000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,50 to 54,Escherichia coli,12000,8000,16000,3000,2000,4000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,50 to 54,Klebsiella pneumoniae,4000,2000,5000,1000,1000,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,50 to 54,Pseudomonas aeruginosa,1000,1000,2000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,50 to 54,Staphylococcus aureus,2000,1000,3000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,55 to 59,Acinetobacter baumannii,2000,1000,4000,1000,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,55 to 59,Enterococcus faecium,1000,1000,3000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,55 to 59,Escherichia coli,8000,5000,11000,2000,1000,3000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,55 to 59,Klebsiella pneumoniae,3000,1000,4000,1000,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,55 to 59,Pseudomonas aeruginosa,1000,0,2000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,55 to 59,Staphylococcus aureus,2000,1000,2000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,60 to 64,Acinetobacter baumannii,2000,1000,5000,1000,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,60 to 64,Enterococcus faecium,2000,1000,3000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,60 to 64,Escherichia coli,9000,5000,14000,2000,1000,4000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,60 to 64,Klebsiella pneumoniae,3000,2000,5000,1000,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,60 to 64,Pseudomonas aeruginosa,1000,1000,2000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,60 to 64,Staphylococcus aureus,2000,1000,3000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,65 to 69,Acinetobacter baumannii,2000,1000,5000,1000,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,65 to 69,Enterococcus faecium,2000,1000,3000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,65 to 69,Escherichia coli,10000,6000,14000,2000,1000,4000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,65 to 69,Klebsiella pneumoniae,3000,2000,5000,1000,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,65 to 69,Pseudomonas aeruginosa,1000,1000,2000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,65 to 69,Staphylococcus aureus,2000,1000,3000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,70 to 74,Acinetobacter baumannii,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,70 to 74,Enterococcus faecium,1000,1000,2000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,70 to 74,Escherichia coli,9000,6000,13000,2000,1000,3000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,70 to 74,Klebsiella pneumoniae,3000,2000,4000,1000,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,70 to 74,Pseudomonas aeruginosa,1000,1000,2000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,70 to 74,Staphylococcus aureus,1000,1000,2000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,75 to 79,Acinetobacter baumannii,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,75 to 79,Enterococcus faecium,1000,0,2000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,75 to 79,Escherichia coli,7000,4000,9000,2000,1000,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,75 to 79,Klebsiella pneumoniae,2000,1000,3000,1000,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,75 to 79,Pseudomonas aeruginosa,1000,1000,2000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,75 to 79,Staphylococcus aureus,1000,1000,2000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,80 to 84,Acinetobacter baumannii,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,80 to 84,Enterococcus faecium,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,80 to 84,Escherichia coli,6000,4000,8000,1000,1000,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,80 to 84,Klebsiella pneumoniae,2000,1000,3000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,80 to 84,Pseudomonas aeruginosa,1000,1000,2000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,80 to 84,Staphylococcus aureus,1000,1000,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,85 to 89,Acinetobacter baumannii,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,85 to 89,Enterococcus faecium,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,85 to 89,Escherichia coli,3000,2000,4000,1000,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,85 to 89,Klebsiella pneumoniae,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,85 to 89,Pseudomonas aeruginosa,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,85 to 89,Staphylococcus aureus,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,90 to 94,Acinetobacter baumannii,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,90 to 94,Enterococcus faecium,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,90 to 94,Escherichia coli,1000,1000,2000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,90 to 94,Klebsiella pneumoniae,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,90 to 94,Pseudomonas aeruginosa,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,90 to 94,Staphylococcus aureus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,95 plus,Acinetobacter baumannii,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,95 plus,Enterococcus faecium,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,95 plus,Escherichia coli,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,95 plus,Klebsiella pneumoniae,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,95 plus,Pseudomonas aeruginosa,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,95 plus,Staphylococcus aureus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Americas,BSI,EN,Acinetobacter baumannii,59000,38000,86000,19000,11000,29000,0.833739995878764,0.869749874118342,0.837098238974356,0.838336289633209
Americas,BSI,EN,Enterococcus faecium,26000,17000,38000,8000,5000,12000,0.833739995878764,0.869749874118342,0.837098238974356,0.838336289633209
Americas,BSI,EN,Escherichia coli,52000,36000,76000,12000,8000,18000,0.833739995878764,0.869749874118342,0.837098238974356,0.838336289633209
Americas,BSI,EN,Group A Streptococcus,5000,4000,8000,1000,0,2000,0.833739995878764,0.869749874118342,0.837098238974356,0.838336289633209
Americas,BSI,EN,Klebsiella pneumoniae,114000,78000,166000,31000,20000,48000,0.833739995878764,0.869749874118342,0.837098238974356,0.838336289633209
