WHO_region,Disease_presentation,Age_group,Pathogen,deaths associated with resistance (mean),deaths associated with resistance (lower),deaths associated with resistance (upper),deaths attributable to resistance (mean),deaths attributable to resistance (lower),deaths attributable to resistance (upper),hib_vaccine_coverage_2019,hib_vaccine_coverage_2018,pcv_vaccine_coverage_2019,pcv_vaccine_coverage_2018,vaccine_avertable_deaths_associated_with_resistance_.mean.,vaccine_avertable_deaths_associated_with_resistance_.lower.,vaccine_avertable_deaths_associated_with_resistance_.upper.,vaccine_avertable_deaths_attributable_to_resistance_.mean.,vaccine_avertable_deaths_attributable_to_resistance_.lower.,vaccine_avertable_deaths_attributable_to_resistance_.upper.
Africa,Bone and joint infections,80 to 84,Pseudomonas aeruginosa,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,80 to 84,Staphylococcus aureus,1000,0,2000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,85 to 89,Enterococcus faecium,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,85 to 89,Escherichia coli,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,85 to 89,Group A Streptococcus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,85 to 89,Klebsiella pneumoniae,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,85 to 89,Pseudomonas aeruginosa,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,85 to 89,Staphylococcus aureus,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,90 to 94,Enterococcus faecium,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,90 to 94,Escherichia coli,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,90 to 94,Group A Streptococcus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,90 to 94,Klebsiella pneumoniae,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,90 to 94,Pseudomonas aeruginosa,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,90 to 94,Staphylococcus aureus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,95 plus,Enterococcus faecium,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,95 plus,Escherichia coli,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,95 plus,Group A Streptococcus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,95 plus,Klebsiella pneumoniae,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,95 plus,Pseudomonas aeruginosa,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Bone and joint infections,95 plus,Staphylococcus aureus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,EN,Acinetobacter baumannii,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,EN,Enterococcus faecium,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,EN,Escherichia coli,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,EN,Group A Streptococcus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,EN,Klebsiella pneumoniae,1000,1000,2000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,EN,Non-typhoidal Salmonella,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,EN,Pseudomonas aeruginosa,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,EN,Salmonella Typhi,1000,0,2000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,EN,Staphylococcus aureus,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,EN,Streptococcus pneumoniae,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,LN,Acinetobacter baumannii,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,LN,Enterococcus faecium,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,LN,Escherichia coli,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,LN,Group A Streptococcus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,LN,Klebsiella pneumoniae,1000,0,2000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,LN,Non-typhoidal Salmonella,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,LN,Pseudomonas aeruginosa,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,LN,Salmonella Typhi,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,LN,Staphylococcus aureus,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,LN,Streptococcus pneumoniae,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,PN,Acinetobacter baumannii,1000,1000,2000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,PN,Enterococcus faecium,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,PN,Escherichia coli,1000,1000,2000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,PN,Group A Streptococcus,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,479.791666666667,0,0,0
Africa,Cardiac infections,PN,Klebsiella pneumoniae,6000,4000,9000,2000,1000,3000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,2878.75,1919.16666666667,4318.125,959.583333333333,479.791666666667,1439.375
Africa,Cardiac infections,PN,Non-typhoidal Salmonella,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,PN,Pseudomonas aeruginosa,1000,1000,2000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,PN,Salmonella Typhi,4000,2000,6000,1000,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,865.454545454545,432.727272727273,1298.18181818182,216.363636363636,0,216.363636363636
Africa,Cardiac infections,PN,Staphylococcus aureus,1000,1000,2000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,411.25,411.25,822.5,0,0,0
Africa,Cardiac infections,PN,Streptococcus pneumoniae,4842.77820458449,3228.51880305633,8071.29700764082,1614.25940152816,0,1614.25940152816,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,2606.02002134203,1737.34668089469,4343.36670223672,868.673340447344,0,868.673340447344
Africa,Cardiac infections,1 to 4,Acinetobacter baumannii,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,1 to 4,Enterococcus faecium,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,1 to 4,Escherichia coli,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,1 to 4,Group A Streptococcus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,1 to 4,Klebsiella pneumoniae,4000,2000,7000,1000,0,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,1960,980,3430,490,0,980
Africa,Cardiac infections,1 to 4,Non-typhoidal Salmonella,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,1 to 4,Pseudomonas aeruginosa,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,1 to 4,Salmonella Typhi,2000,1000,4000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,1190,595,2380,0,0,595
Africa,Cardiac infections,1 to 4,Staphylococcus aureus,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,115.096153846154,0,115.096153846154,0,0,0
Africa,Cardiac infections,1 to 4,Streptococcus pneumoniae,3454.03722077204,1727.01861038602,6908.07444154408,0,0,1727.01861038602,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,659.090083136742,329.545041568371,1318.18016627348,0,0,329.545041568371
Africa,Cardiac infections,5 to 9,Acinetobacter baumannii,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,5 to 9,Enterococcus faecium,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,5 to 9,Escherichia coli,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,5 to 9,Group A Streptococcus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,5 to 9,Klebsiella pneumoniae,1000,1000,2000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,9.42307692307692,9.42307692307692,18.8461538461538,0,0,9.42307692307692
Africa,Cardiac infections,5 to 9,Non-typhoidal Salmonella,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,5 to 9,Pseudomonas aeruginosa,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,5 to 9,Salmonella Typhi,1000,1000,2000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,595,595,1190,0,0,0
Africa,Cardiac infections,5 to 9,Staphylococcus aureus,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,5 to 9,Streptococcus pneumoniae,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,10 to 14,Acinetobacter baumannii,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,10 to 14,Enterococcus faecium,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,10 to 14,Escherichia coli,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,10 to 14,Group A Streptococcus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,10 to 14,Klebsiella pneumoniae,1000,1000,2000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,10 to 14,Non-typhoidal Salmonella,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,10 to 14,Pseudomonas aeruginosa,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,10 to 14,Salmonella Typhi,1000,1000,2000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,595,595,1190,0,0,0
Africa,Cardiac infections,10 to 14,Staphylococcus aureus,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,10 to 14,Streptococcus pneumoniae,1000,1000,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,15 to 19,Acinetobacter baumannii,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,15 to 19,Enterococcus faecium,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,15 to 19,Escherichia coli,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,15 to 19,Group A Streptococcus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,15 to 19,Klebsiella pneumoniae,1000,1000,2000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,15 to 19,Non-typhoidal Salmonella,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,15 to 19,Pseudomonas aeruginosa,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,15 to 19,Salmonella Typhi,1000,1000,2000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,595,595,1190,0,0,0
Africa,Cardiac infections,15 to 19,Staphylococcus aureus,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,15 to 19,Streptococcus pneumoniae,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,20 to 24,Acinetobacter baumannii,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,20 to 24,Enterococcus faecium,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,20 to 24,Escherichia coli,1000,1000,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,20 to 24,Group A Streptococcus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,20 to 24,Klebsiella pneumoniae,1000,1000,2000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,20 to 24,Non-typhoidal Salmonella,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,20 to 24,Pseudomonas aeruginosa,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,20 to 24,Salmonella Typhi,1000,1000,2000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,79.3333333333333,79.3333333333333,158.666666666667,0,0,0
Africa,Cardiac infections,20 to 24,Staphylococcus aureus,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,20 to 24,Streptococcus pneumoniae,1000,1000,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,25 to 29,Acinetobacter baumannii,1000,1000,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,25 to 29,Enterococcus faecium,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,25 to 29,Escherichia coli,1000,1000,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,25 to 29,Group A Streptococcus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,25 to 29,Klebsiella pneumoniae,1000,1000,2000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,25 to 29,Non-typhoidal Salmonella,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,25 to 29,Pseudomonas aeruginosa,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,25 to 29,Salmonella Typhi,1000,1000,2000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,25 to 29,Staphylococcus aureus,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,25 to 29,Streptococcus pneumoniae,1000,1000,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,30 to 34,Acinetobacter baumannii,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,30 to 34,Enterococcus faecium,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,30 to 34,Escherichia coli,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,30 to 34,Group A Streptococcus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,30 to 34,Klebsiella pneumoniae,1000,1000,2000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,30 to 34,Non-typhoidal Salmonella,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,30 to 34,Pseudomonas aeruginosa,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,30 to 34,Salmonella Typhi,1000,1000,2000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,30 to 34,Staphylococcus aureus,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,30 to 34,Streptococcus pneumoniae,1000,1000,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,35 to 39,Acinetobacter baumannii,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,35 to 39,Enterococcus faecium,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,35 to 39,Escherichia coli,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,35 to 39,Group A Streptococcus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,35 to 39,Klebsiella pneumoniae,1000,1000,2000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,35 to 39,Non-typhoidal Salmonella,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,35 to 39,Pseudomonas aeruginosa,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,35 to 39,Salmonella Typhi,1000,1000,2000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,35 to 39,Staphylococcus aureus,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,35 to 39,Streptococcus pneumoniae,1000,1000,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,40 to 44,Acinetobacter baumannii,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,40 to 44,Enterococcus faecium,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,40 to 44,Escherichia coli,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,40 to 44,Group A Streptococcus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,40 to 44,Klebsiella pneumoniae,1000,1000,2000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,40 to 44,Non-typhoidal Salmonella,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,40 to 44,Pseudomonas aeruginosa,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,40 to 44,Salmonella Typhi,1000,1000,2000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,40 to 44,Staphylococcus aureus,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,40 to 44,Streptococcus pneumoniae,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,45 to 49,Acinetobacter baumannii,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,45 to 49,Enterococcus faecium,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,45 to 49,Escherichia coli,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,45 to 49,Group A Streptococcus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,45 to 49,Klebsiella pneumoniae,1000,1000,2000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,45 to 49,Non-typhoidal Salmonella,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,45 to 49,Pseudomonas aeruginosa,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,45 to 49,Salmonella Typhi,1000,1000,2000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,45 to 49,Staphylococcus aureus,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,45 to 49,Streptococcus pneumoniae,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,50 to 54,Acinetobacter baumannii,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,50 to 54,Enterococcus faecium,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,50 to 54,Escherichia coli,1000,1000,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,50 to 54,Group A Streptococcus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,50 to 54,Klebsiella pneumoniae,2000,1000,3000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
