WHO_region,Disease_presentation,Age_group,Pathogen,associated with susceptible (mean),associated with susceptible (lower),associated with susceptible (upper),associated with resistance (mean),associated with resistance (lower),associated with resistance (upper),attributable to resistance (mean),attributable to resistance (lower),attributable to resistance (upper),vaccine avertable-susceptible (mean),vaccine avertable-susceptible (lower),vaccine avertable-susceptible (upper),vaccine avertable-associated with resistance (mean),vaccine avertable-associated with resistance (lower),vaccine avertable-associated with resistance (upper),vaccine avertable-attributable to resistance (mean),vaccine avertable-attributable to resistance (lower),vaccine avertable-attributable to resistance (upper)
Western Pacific,Cardiac infections,75 to 79,Acinetobacter baumannii,52.0624463587855,26.7590661688753,95.7990402818316,460.593225424769,247.212002000706,806.244972924864,142.505306303652,71.4810632887342,250.554584522124,25.5105987158049,13.1119424227489,46.9415297380975,225.690680458137,121.133880980346,395.060036733183,69.8276000887895,35.0257210114798,122.771746415841
Western Pacific,Cardiac infections,80 to 84,Acinetobacter baumannii,53.3844663468559,28.6036656200159,94.4788131771448,487.056335885481,281.142930925393,802.706186930365,149.654739774639,80.4474890725544,256.087887367478,26.1583885099594,14.0157961538078,46.294618456801,238.657604583886,137.760036153443,393.326031595879,73.3308224895731,39.4192696455517,125.483064810064
Western Pacific,Cardiac infections,85 to 89,Acinetobacter baumannii,40.5352463462608,25.2968524875194,63.7026189283741,393.294611669777,261.170218429162,570.684183735285,119.14264855319,71.6364081763287,185.885478065742,19.8622707096678,12.3954577188845,31.2142832749033,192.714359718191,127.973407030289,279.63525003029,58.3798977910631,35.1018400064011,91.0838842522136
Western Pacific,Cardiac infections,90 to 94,Acinetobacter baumannii,18.9687793623224,11.1976768149511,30.1207664309782,206.655335747399,122.848528311308,308.450427407654,60.4827216945812,34.6245083943246,95.9950887736514,9.29470188753798,5.48686163932604,14.7591755511793,101.261114516225,60.1957788725409,151.14070942975,29.6365336303448,16.9660091132191,47.0375934990892
Western Pacific,Cardiac infections,95 plus,Acinetobacter baumannii,8.70598741364266,3.90215278906537,14.2352239436078,112.845784447291,47.5662253213238,173.314541682333,31.8532595525583,12.9663960242017,51.8906502641914,4.2659338326849,1.91205486664203,6.97525973236782,55.2944343791726,23.3074504074487,84.9241254243431,15.6080971807536,6.35353405185883,25.4264186294538
Western Pacific,LRI and thorax infections,EN,Acinetobacter baumannii,12.0276844294131,6.07750213856007,20.9201584642718,87.8267507516996,44.5921993962856,155.271539722257,26.4659260522709,13.038202662141,47.5833051701316,5.89356537041242,2.97797604789443,10.2508776474932,43.0351078683328,21.8501777041799,76.0830544639059,12.9683037656127,6.38871930444909,23.3158195333645
Western Pacific,LRI and thorax infections,LN,Acinetobacter baumannii,3.48079937851179,1.8444863550533,5.93984915522325,26.1777824208004,14.2317194006867,43.2069752026953,7.95591471398175,4.16946940029925,13.9728309865816,1.70559169547078,0.903798313976117,2.91052608605939,12.8271133861922,6.97354250633648,21.1714178493207,3.89839820985106,2.04304000614663,6.84668718342498
Western Pacific,LRI and thorax infections,PN,Acinetobacter baumannii,18.0951764301031,10.0978969233657,29.4941185286807,132.043273479339,77.8313876324085,215.75491166249,39.9442090756769,22.6650430435835,69.4937519910923,8.86663645075052,4.94796949244919,14.4521180790535,64.7012040048761,38.1373799398802,105.71990671462,19.5726624470817,11.1058710913559,34.0519384756352
Western Pacific,LRI and thorax infections,1 to 4,Acinetobacter baumannii,8.14571578608941,4.23740206623376,14.2614749214403,60.1646274350623,32.4931114180698,101.294411064436,18.1938244921764,9.73395889658129,32.4004008428602,3.99140073518381,2.07632701245454,6.98812271150575,29.4806674431805,15.9216245948542,49.6342614215736,8.91497400116644,4.76963985932483,15.8761964130015
Western Pacific,LRI and thorax infections,5 to 9,Acinetobacter baumannii,7.69297110092091,4.12731772136809,13.3050198742006,55.7446721463779,31.1343424096665,95.0829040422042,16.8781636409817,8.9452998103139,30.6454285497607,3.76955583945125,2.02238568347036,6.51945973835829,27.3148893517252,15.2558277807366,46.5906229806801,8.27030018408103,4.38319690705381,15.0162599893827
Western Pacific,LRI and thorax infections,10 to 14,Acinetobacter baumannii,5.39990382890675,3.00788772912318,8.93560058255703,39.2135980602127,22.5543408707962,63.1457345395836,11.885794889789,6.60929812619923,20.2079532237639,2.64595287616431,1.47386498727036,4.37844428545294,19.2146630495042,11.0516270266901,30.941409924396,5.82403949599661,3.23855608183762,9.90189707964431
Western Pacific,LRI and thorax infections,15 to 19,Acinetobacter baumannii,7.11434573399771,3.6932441001185,12.6472800743057,52.8907853829705,27.8948466248306,89.7378029826138,16.0899248401304,8.27785838497955,28.4428274680205,3.48602940965888,1.80968960905807,6.19716723640979,25.9164848376555,13.668474846167,43.9715234614808,7.8840631716639,4.05615060863998,13.93698545933
Western Pacific,LRI and thorax infections,20 to 24,Acinetobacter baumannii,9.00592454128585,4.66224400763784,16.1204693199263,67.8410725763188,35.3239688132082,115.095262342677,20.7054071139769,10.4839408875162,37.6487319906238,4.41290302523007,2.28449956374254,7.89902996676389,33.2421255623962,17.308744718472,56.3966785479117,10.1456494858487,5.13713103488294,18.4478786754057
Western Pacific,LRI and thorax infections,25 to 29,Acinetobacter baumannii,10.2730783809049,5.45156214171211,17.9358543074493,79.0323726197826,41.685930286582,134.175335446376,24.2439409161322,12.2062721874674,43.8324021045313,5.0338084066434,2.67126544943893,8.78856861065016,38.7258625836935,20.4261058404252,65.7459143687242,11.8795310489048,5.98107337185903,21.4778770312203
Western Pacific,LRI and thorax infections,30 to 34,Acinetobacter baumannii,13.9943044938021,7.05742166085899,25.6115285771754,109.266047727904,55.1864902991009,194.195376990341,33.6796704858165,16.1075429941653,63.3134965252933,6.85720920196303,3.4581366138209,12.5496490028159,53.540363386673,27.0413802465594,95.1557347252671,16.5030385380501,7.892696067141,31.0236132973937
Western Pacific,LRI and thorax infections,35 to 39,Acinetobacter baumannii,17.44008486411,8.67447523100081,31.465189339715,139.289557124192,69.5697644414374,247.460773859645,42.9222304295807,20.4036509270937,81.2930742555535,8.5456415834139,4.2504928631904,15.4179427764603,68.2518829908541,34.0891845763043,121.255779191226,21.0318929104945,9.99778895427591,39.8336063852212
Western Pacific,LRI and thorax infections,40 to 44,Acinetobacter baumannii,24.913728419128,12.7858412977695,44.6385076176535,204.104044515037,105.240515228046,346.546604927892,63.0062490023645,30.8206032287723,112.768701424961,12.2077269253727,6.26506223590705,21.8728687326502,100.010981812368,51.5678524617425,169.807836414667,30.8730620111586,15.1020955820984,55.2566636982309
Western Pacific,LRI and thorax infections,45 to 49,Acinetobacter baumannii,41.2068049048139,19.9795676754426,75.5910816275674,344.151179730019,169.976854456211,608.110568808374,106.355041273105,49.5041160995649,197.788090125173,20.1913344033588,9.78998816096687,37.039629997508,168.634078067709,83.2886586835434,297.974178716103,52.1139702238215,24.2570168887868,96.9161641613348
Western Pacific,LRI and thorax infections,50 to 54,Acinetobacter baumannii,87.5064379387847,45.3727451926171,151.928188514437,732.667121696715,395.485825816976,1227.22133192922,226.978807587304,116.0576546407,394.429146579244,42.8781545900045,22.2326451443824,74.4448123720741,359.00688963139,193.788054650318,601.338452645318,111.219615717779,56.868250773943,193.27028182383
Western Pacific,LRI and thorax infections,55 to 59,Acinetobacter baumannii,122.479531113128,58.0737088039696,217.498592417147,1033.5766384428,477.881604232787,1813.35574309285,319.874949401962,138.505476909324,596.116224306691,60.0149702454327,28.4561173139451,106.574310284402,506.452552836972,234.161986074066,888.544314115496,156.738725206961,67.8676836855688,292.096949910279
Western Pacific,LRI and thorax infections,60 to 64,Acinetobacter baumannii,171.451997283297,84.4476832858575,301.162181220206,1433.78560456515,684.984394017975,2500.74817739339,443.320002073824,197.722424628688,801.0457024394,84.0114786688155,41.3793648100702,147.569468797901,702.554946236923,335.642353068808,1225.36660692276,217.226801016174,96.8839880680571,392.512394195306
Western Pacific,LRI and thorax infections,65 to 69,Acinetobacter baumannii,239.136810487501,123.824744620501,401.590505817111,1969.24556532355,1017.40993220324,3233.28981466104,609.088203983992,293.372256726018,1070.4910158628,117.177037138875,60.6741248640455,196.779347850384,964.930327008539,498.530866779588,1584.31200918391,298.453219952156,143.752405795749,524.540597772772
Western Pacific,LRI and thorax infections,70 to 74,Acinetobacter baumannii,312.385461579875,142.876335601669,589.809189892605,2583.48520971408,1180.79141261216,4728.0484558442,799.591410012589,339.082925682343,1517.63060948099,153.068876174139,70.0094044448178,289.006503047376,1265.9077527599,578.587792179958,2316.74374336366,391.799790906169,166.150633584348,743.638998645685
Western Pacific,LRI and thorax infections,75 to 79,Acinetobacter baumannii,313.367213664963,154.27770428619,553.902698503131,2654.10177605754,1333.82067995395,4592.73669562269,820.884737694695,386.589112066293,1474.62829936218,153.549934695832,75.5960751002331,271.412322266534,1300.50987026819,653.572133177435,2250.44098085512,402.233521470401,189.428664912484,722.567866687468
Western Pacific,LRI and thorax infections,80 to 84,Acinetobacter baumannii,335.379964841689,179.997769775541,556.255165283902,2903.65822753592,1599.20830628767,4649.80896836883,897.859867609874,463.159674797073,1519.43273547463,164.336182772428,88.1989071900151,272.565030989112,1422.7925314926,783.612070080958,2278.40639450073,439.951335128838,226.948240650566,744.522040382569
Western Pacific,LRI and thorax infections,85 to 89,Acinetobacter baumannii,257.393279579404,139.644847601635,430.873875334731,2315.51579317069,1269.44168815905,3758.50268399134,712.776856631974,366.16413433841,1214.67092599354,126.122706993908,68.4259753248012,211.128198914018,1134.60273865364,622.026427197934,1841.66631515576,349.260659749667,179.420425825821,595.188753736835
Western Pacific,LRI and thorax infections,90 to 94,Acinetobacter baumannii,106.486129788425,60.323594555393,179.142611065,998.568489806008,575.76128167613,1630.93657444234,302.487725603107,164.5557592302,509.718490796001,52.1782035963283,29.5585613321426,87.77987942185,489.298560004944,282.123028021304,799.158921476747,148.218985545522,80.632322022798,249.76206049004
Western Pacific,LRI and thorax infections,95 plus,Acinetobacter baumannii,35.9132768675113,20.4985454050861,62.2533981105065,376.839802631634,220.563247857486,643.866326242289,111.543688086373,61.2094549685196,190.178181496439,17.5975056650805,10.0442872484922,30.5041650741482,184.651503289501,108.075991450168,315.494499858722,54.6564071623228,29.9926329345746,93.1873089332551
Western Pacific,UTI,EN,Acinetobacter baumannii,0.227465262957134,0.0380975780453194,0.750787595291991,1.56402632773369,0.266920791518554,5.10507750695071,0.46733588465663,0.0813869128126685,1.50743254178193,0.111457978848996,0.0186678132422065,0.367885921693076,0.766372900589508,0.130791187844091,2.50148797840585,0.228994583481749,0.0398795872782076,0.738641945473146
Western Pacific,UTI,LN,Acinetobacter baumannii,0.174083422328454,0.0315019743249147,0.549095782733415,1.26804265293635,0.238118242722017,3.86631159494053,0.384142982145658,0.0747201627600757,1.17778973315766,0.0853008769409425,0.0154359674192082,0.269056933539373,0.621340899938812,0.116677938933788,1.89449268152086,0.188230061251372,0.0366128797524371,0.577116969247253
Western Pacific,UTI,PN,Acinetobacter baumannii,0.759453007711348,0.157062704203952,2.07609965042636,5.68674653653819,1.16344870420327,14.9554337845249,1.74031736628927,0.355433762681699,4.58520039208163,0.372131973778561,0.0769607250599365,1.01728882870892,2.78650580290371,0.570089865059602,7.3281625544172,0.852755509481742,0.174162543714033,2.24674819212
Western Pacific,UTI,1 to 4,Acinetobacter baumannii,0.660223937210473,0.133120835021747,1.89068319543532,5.09296298661921,1.01102465856228,13.890416887127,1.5666964425146,0.318291477093481,4.31849317082684,0.323509729233132,0.065229209160656,0.926434765763307,2.49555186344341,0.495402082695517,6.80630427469223,0.767681256832154,0.155962823775806,2.11606165370515
Western Pacific,UTI,5 to 9,Acinetobacter baumannii,0.474920421879363,0.110765156817872,1.26234280913957,3.59938092188545,0.858049334724587,9.56445440280186,1.10356900982469,0.257748472073301,2.95739182138802,0.232711006720888,0.0542749268407573,0.618547976478389,1.76369665172387,0.420444174015048,4.68658265737291,0.540748814814098,0.126296751315917,1.44912199248013
Western Pacific,UTI,10 to 14,Acinetobacter baumannii,0.40699130051924,0.127097885748453,0.969196310639227,3.0804214988209,0.962704941134173,7.41155536597785,0.944157172252212,0.287785824028235,2.31779335895197,0.199425737254428,0.062277964016742,0.474906192213221,1.50940653442224,0.471725421155745,3.63166212932915,0.462637014403584,0.141015053773835,1.13571874588647
Western Pacific,UTI,15 to 19,Acinetobacter baumannii,0.759192663250636,0.237791423488561,1.84367667446035,5.83930666317621,1.83478057644537,13.9822649025082,1.79475677371037,0.548248461845816,4.41611574619955,0.372004404992812,0.116517797509395,0.903401570485571,2.86126026495634,0.899042482458231,6.85130980222902,0.879430819118081,0.26864174630445,2.16389671563778
Western Pacific,UTI,20 to 24,Acinetobacter baumannii,1.20812003332589,0.384282233957843,2.88548548047693,9.39094869007275,2.98215535453878,22.2447320178836,2.89804248736796,0.869541196766747,6.95344780754269,0.591978816329686,0.188298294639343,1.4138878854337,4.60156485813565,1.461256123724,10.899918688763,1.4200408188103,0.426075186415706,3.40718942569592
Western Pacific,UTI,25 to 29,Acinetobacter baumannii,1.67960037956662,0.538764070162291,4.00365332191218,13.3054920976179,4.17862056871794,31.469617434717,4.12809749827108,1.26960400943095,9.66344479441625,0.823004185987644,0.263994394379523,1.96179012773697,6.51969112783277,2.04752407867179,15.4201125430113,2.02276777415283,0.622105964621165,4.73508794926396
Western Pacific,UTI,30 to 34,Acinetobacter baumannii,2.85600564158984,0.902692162014358,7.01383408755855,22.8032814974763,7.2206797820925,53.9026165419639,7.09902874268532,2.19593264047184,17.0869720073973,1.39944276437902,0.442319159387035,3.43677870290369,11.1736079337634,3.53813309322532,26.4122821055623,3.47852408391581,1.0760069938312,8.37261628362468
Western Pacific,UTI,35 to 39,Acinetobacter baumannii,3.58080010616232,1.12582614030016,8.66523876833414,28.9787085199228,8.81576496292067,68.4669957371151,9.01239075610478,2.68619428297077,21.3458687851889,1.75459205201954,0.551654808747078,4.24596699648373,14.1995671747622,4.31972483183113,33.5488279111864,4.41607147049134,1.31623519865568,10.4594757047426
Western Pacific,UTI,40 to 44,Acinetobacter baumannii,10.122727283965,3.95898312833427,20.6167250547282,84.0868889339232,33.6988213374721,164.368680899564,26.2133652900073,9.65475218144423,53.5113308790858,4.96013636914285,1.93990173288379,10.1021952768168,41.2025755776224,16.5124224553613,80.5406536407864,12.8445489921036,4.73082856890767,26.220552130752
Western Pacific,UTI,45 to 49,Acinetobacter baumannii,16.963806364071,6.57246869305025,35.3091576624951,141.682469631415,56.1330095260011,276.544536658562,44.1797868913806,16.2323451789375,91.27239679902,8.31226511839479,3.22050965959462,17.3014872546226,69.4244101193933,27.5051746677405,135.506822962695,21.6480955767765,7.95384913767937,44.7234744315198
Western Pacific,UTI,50 to 54,Acinetobacter baumannii,38.935863391903,16.945812648364,75.8239205401517,324.29654452401,143.126411955084,611.195525611249,101.27298785934,40.7836288785595,197.672199807796,19.0785730620325,8.30344819769836,37.1537210646743,158.905306816765,70.1319418579912,299.485807549512,49.6237640510766,19.9839781504942,96.85937790582
Western Pacific,UTI,55 to 59,Acinetobacter baumannii,50.559328188451,16.9559207314991,105.547340221775,424.156068176254,142.269732531683,860.504785758319,132.300599911464,41.0353161466906,280.289076396828,24.774070812341,8.30840115843456,51.7181967086698,207.836473406364,69.7121689405247,421.647345021576,64.8272939566174,20.1073049118784,137.341647434446
Western Pacific,UTI,60 to 64,Acinetobacter baumannii,66.4183283452294,22.7298470887123,135.043818043391,556.756829149459,189.284988725907,1120.38033088511,173.542598737629,54.2206531695061,363.197071246691,32.5449808891624,11.137625073469,66.1714708412616,272.810846283235,92.7496444756944,548.986362133704,85.0358733814382,26.568120053058,177.966564910879
Western Pacific,UTI,65 to 69,Acinetobacter baumannii,95.4005370328999,33.6250614257271,187.906832598697,793.058818185329,285.461567528871,1552.06974229025,247.154896674652,80.0259766092493,493.262686189933,46.746263146121,16.4762800986063,92.0743479733615,388.598820910811,139.876168089147,760.514173722222,121.10589937058,39.2127285385322,241.698716233067
Western Pacific,UTI,70 to 74,Acinetobacter baumannii,37.4973739783384,12.5912749438312,76.9746279951007,313.467377591005,106.111422841226,638.595444167639,97.4805205589649,30.8415361175445,206.364288550449,18.3737132493858,6.16972472247729,37.7175677175993,153.599015019592,51.9945971922007,312.911767642143,47.7654550738928,15.1123526975968,101.11850138972
Western Pacific,UTI,75 to 79,Acinetobacter baumannii,37.0484938946384,13.2092599855063,73.3319459581301,315.347224758196,113.016687434876,617.781986647666,97.9061277642974,33.0535338844628,201.144870032366,18.1537620083728,6.47253739289809,35.9326535194837,154.520140131516,55.3781768430892,302.713173457356,47.9740026045057,16.1962316033868,98.5609863158593
Western Pacific,UTI,80 to 84,Acinetobacter baumannii,40.6951537918019,15.1877083268874,76.8172370105653,352.186729603302,133.897182528708,674.107124141835,109.143072682096,40.1230319715544,211.416273524403,19.9406253579829,7.44197708017483,37.640446135177,172.571497505618,65.6096194390669,330.312490829499,53.480105614227,19.6602856660617,103.593974026957
Western Pacific,UTI,85 to 89,Acinetobacter baumannii,32.2846690872227,11.6129196745462,64.4001085800187,288.415097993402,106.124671227996,582.206112569792,88.7684634210451,31.7021819938233,179.947686079429,15.8194878527391,5.69033064052764,31.5560532042092,141.323398016767,52.0010889017181,285.280995159198,43.4965470763121,15.5340691769734,88.1743661789202
Western Pacific,UTI,90 to 94,Acinetobacter baumannii,13.4692581644058,4.78211029846507,28.4854323540435,128.012528690372,45.9198903089021,270.494664788558,38.6411571579627,12.9138699676058,79.4644556913758,6.59993650055884,2.34323404624788,13.9578618534813,62.7261390582823,22.500746251362,132.542385746393,18.9341670074017,6.32779628412684,38.9375832887741
Western Pacific,UTI,95 plus,Acinetobacter baumannii,4.74389926934112,1.52271693771858,10.8500682547038,50.9924529065368,16.8297644166995,115.568089463457,14.9646036103165,4.63293058111934,34.7882821288679,2.32451064197715,0.746131299482104,5.31653344480486,24.986301924203,8.24658456418275,56.6283638370939,7.33265576905508,2.27013598474848,17.0462582431453
Africa,BSI,EN,Enterococcus faecium,372.074741076767,234.548524564615,577.821920015343,2264.19598238192,1469.04327912667,3409.54533598096,566.832665155529,291.922107148633,956.962881904224,182.316623127616,114.928777036661,283.132740807518,1109.45603136714,719.831206772068,1670.67721463067,277.748005926209,143.04183250283,468.91181213307
Africa,BSI,LN,Enterococcus faecium,143.667135960058,97.3744364544947,206.321162074858,866.701623150563,603.07447305176,1194.83091919593,217.21540313035,114.573351137342,350.17848985573,70.3968966204284,47.7134738627024,101.09736941668,424.683795343776,295.506491795362,585.467150406006,106.435547533872,56.1409420572976,171.587460029308
Africa,BSI,PN,Enterococcus faecium,62.3896212878143,35.0526937566515,102.865825391224,373.738543916715,211.26956547543,609.306583826121,93.9407014412434,41.2935164062731,168.569076834753,30.570914431029,17.1758199407592,50.4042544416998,183.13188651919,103.522087082961,298.560226074799,46.0309437062093,20.2338230390738,82.598847649029
Africa,BSI,1 to 4,Enterococcus faecium,38.0153964349811,18.0316818816988,69.5277157453611,245.876120428616,118.387515960891,430.12709542209,61.5932870365739,24.2466501519345,119.636659675271,18.6275442531407,8.83552412203241,34.0685807152269,120.479299010022,58.0098828208366,210.762276756824,30.1807106479212,11.8808585744479,58.6219632408828
Africa,BSI,5 to 9,Enterococcus faecium,16.5932893622215,8.74742715878062,28.6887697516917,104.959026625643,56.7234515005349,175.971127278237,26.3372703985872,11.2667306457886,49.5833374395737,8.13071178748854,4.2862393078025,14.0574971783289,51.4299230465651,27.7944912352621,86.2258523663361,12.9052624953077,5.52069801643641,24.2958353453911
Africa,BSI,10 to 14,Enterococcus faecium,12.8029597848723,6.95891860113912,20.8635564471741,80.0688711355101,44.1940511761383,128.537460906136,20.1155092827634,8.88653169275058,36.5660917234273,6.27345029458743,3.40987011455817,10.2231426591153,39.2337468563999,21.6550850763078,62.9833558440066,9.85659954855407,4.35440052944778,17.9173849444794
Africa,BSI,15 to 19,Enterococcus faecium,19.9694136139334,11.5226585612408,32.1169612437068,121.234457743266,69.0579134053362,190.585875274156,30.4405110396707,14.0682475437423,54.2472158662301,9.78501267082737,5.64610269500799,15.7373110094163,59.4048842942003,33.8383775686147,93.3870788843364,14.9158504094386,6.89344129643373,26.5811357744528
Africa,BSI,20 to 24,Enterococcus faecium,16.4388810375667,9.67008458344686,26.1899439062846,101.221786910196,59.1974138278941,159.726491131698,25.4009979086655,11.9267337273478,45.3546975374035,8.05505170840768,4.73834144588896,12.8330725140795,49.598675585996,29.0067327756681,78.265980654532,12.4464889752461,5.84409952640042,22.2238017933277
Africa,BSI,25 to 29,Enterococcus faecium,14.676019060879,8.74863900000823,23.4015368419847,93.7563661594689,55.2794404328799,148.765430764682,23.436139438696,10.803967854196,42.3742514049197,7.19124933983071,4.28683311000403,11.4667530525725,45.9406194181398,27.0869258121112,72.8950610746942,11.483708324961,5.29394424855604,20.7633831884107
Africa,BSI,30 to 34,Enterococcus faecium,15.6371185711594,9.23695971842228,25.7087571557011,101.985088537769,58.9506137653585,164.400264454035,25.3953931506532,11.4640920311068,46.3887098736514,7.66218809986811,4.52611026202692,12.5972910062935,49.9726933835068,28.8858007450257,80.5561295824771,12.4437426438201,5.61740509524233,22.7304678380892
Africa,BSI,35 to 39,Enterococcus faecium,18.5693911472214,10.4501091301609,30.7407164835099,121.884714443139,67.3275632672264,197.716417109907,30.3536704585517,13.4626645162743,55.7243816178062,9.09900166213849,5.12055347377884,15.0629510769198,59.7235100771381,32.9905060009409,96.8810443838544,14.8732985246903,6.59670561297441,27.304946992725
Africa,BSI,40 to 44,Enterococcus faecium,22.586062887469,12.3022110987792,37.3322825855656,147.816959884145,81.1025924565512,238.823582441149,36.8053472285312,16.1169039612753,66.228316826036,11.0671708148598,6.02808343840181,18.2928184669271,72.4303103432311,39.7402703037101,117.023555396163,18.0346201419803,7.8972829410249,32.4518752447576
Africa,BSI,45 to 49,Enterococcus faecium,28.3236833654035,14.911229492448,46.4489011330697,184.900891572294,96.1694225059201,309.593340798448,46.1041702888,20.0804104163783,85.3295073571518,13.8786048490477,7.30650245129952,22.7599615552042,90.6014368704241,47.1230170279008,151.70073699124,22.591043441512,9.83940110402536,41.8114586050044
Africa,BSI,50 to 54,Enterococcus faecium,42.7492018357547,22.9374875473256,68.8053287258343,281.335409248351,153.427960629211,457.011864627647,70.2517934294637,30.7718636444998,127.848792698829,20.9471088995198,11.2393688981895,33.7146110756588,137.854350531692,75.1797007083134,223.935813667547,34.4233787804372,15.0782131858049,62.6459084224262
Africa,BSI,55 to 59,Enterococcus faecium,52.9014080208276,28.9459615797516,87.2680578714987,349.298783717591,199.039006603579,565.217837043863,87.2924341255644,38.731707889458,160.148589035236,25.9216899302055,14.1835211740783,42.7613483570344,171.15640402162,97.5291132357537,276.956740151493,42.7732927215266,18.9785368658344,78.4728086272656
Africa,BSI,60 to 64,Enterococcus faecium,64.5827543033236,34.0738514606853,108.564906167098,426.259372107783,235.404978355906,701.101137395273,106.668577349388,46.7798287240303,200.56434529916,31.6455496086286,16.6961872157358,53.196804021878,208.867092332814,115.348439394394,343.539557323684,52.2676029012001,22.9221160747749,98.2765291965884
Africa,BSI,65 to 69,Enterococcus faecium,74.9777945512213,41.2606485034147,121.535311680444,493.549541023045,284.065653618767,783.255437394821,123.620263206847,57.5631526371283,223.046810924417,36.7391193300984,20.2177177666732,59.5523027234176,241.839275101292,139.192170273196,383.795164323462,60.573928971355,28.2059447921929,109.292937352964
Africa,BSI,70 to 74,Enterococcus faecium,55.4684242425135,26.4408228935827,99.9059770425278,361.380333574425,178.943878076571,649.520607675878,90.6273500136155,36.4801623945855,181.506944542456,27.1795278788316,12.9560032178555,48.9539287508386,177.076363451468,87.6825002575198,318.26509776118,44.4074015066716,17.8752795733469,88.9384028258034
Africa,BSI,75 to 79,Enterococcus faecium,56.2642801491896,26.5608795105397,100.185733778189,373.15946942095,186.679207641705,655.861718184717,93.9430905670879,38.3028646287872,185.370786994878,27.5694972731029,13.0148309601645,49.0910095513126,182.848140016266,91.4728117444355,321.372241910511,46.0321143778731,18.7684036681057,90.8316856274902
Africa,BSI,80 to 84,Enterococcus faecium,48.0552579096539,23.9857666298677,84.8692560686704,326.905903601086,167.621840465965,562.607324950265,82.4043036564989,34.3416853099607,159.075800745396,23.5470763757304,11.7530256486352,41.5859354736485,160.183892764532,82.1347018283228,275.67758922563,40.3781087916845,16.8274258018807,77.947142365244
Africa,BSI,85 to 89,Enterococcus faecium,33.3199704497045,16.2857148411316,59.7251475718818,237.654472931531,119.164459226202,416.98825442095,60.3874487557294,25.386415987525,116.748163084605,16.3267855203552,7.98000027215448,29.2653223102221,116.45069173645,58.390585020839,204.324244666265,29.5898498903074,12.4393438338872,57.2065999114564
Africa,BSI,90 to 94,Enterococcus faecium,14.2710581878528,6.45547188856813,27.0144657477462,97.8105024386761,45.7363862164509,179.760425235414,24.440640741289,9.34371641697253,49.1876595413609,6.99281851204787,3.16318122539838,13.2370882163956,47.9271461949513,22.4108292460609,88.0826083653529,11.9759139632316,4.57842104431654,24.1019531752668
Africa,BSI,95 plus,Enterococcus faecium,4.57375056441252,2.03091551214693,8.78225890525912,30.3850400399074,13.4538770121687,56.8142405953764,7.54823686497236,2.79161409715262,15.5514265489366,2.24113777656213,0.995148600951996,4.30330686357697,14.8886696195546,6.59239973596266,27.8389778917344,3.69863606383646,1.36789090760478,7.62019900897893
Africa,Bone and joint infections,EN,Enterococcus faecium,0.178336013572553,0.0149518835107407,0.682427451370854,1.09129446613786,0.0879097432812499,3.9997608684961,0.272865525696848,0.0183569479902788,1.06927277084435,0.087384646650551,0.00732642292026294,0.334389451171718,0.534734288407551,0.0430757742078124,1.95988282556309,0.133704107591456,0.00899490451523661,0.523943657713731
Africa,Bone and joint infections,LN,Enterococcus faecium,0.241673497485253,0.0134423843523643,0.947357837518307,1.44481552612665,0.0810537767236013,5.49445869200365,0.360907570997461,0.0183953461227815,1.52185304338297,0.118420013767774,0.00658676833265851,0.464205340383971,0.707959607802058,0.0397163505945646,2.69228475908179,0.176844709788756,0.00901371960016293,0.745707991257655
Africa,Bone and joint infections,PN,Enterococcus faecium,0.25754088513353,0.0249057880577217,0.958738697536626,1.58371299127612,0.143830322758151,5.80051049849757,0.396695592746998,0.0319622566200513,1.55326680960399,0.12619503371543,0.0122038361482836,0.469781961792947,0.776019365725299,0.070476858151494,2.84225014426381,0.194380840446029,0.0156615057438251,0.761100736705955
Africa,Bone and joint infections,1 to 4,Enterococcus faecium,0.32363843021299,0.0292787298021939,1.26667358910222,2.11799320120612,0.191111995434694,8.31117728378648,0.529652124411529,0.0417150888746458,2.15187008859181,0.158582830804365,0.014346577603075,0.620670058660088,1.037816668591,0.0936448777630001,4.07247686905537,0.259529540961649,0.0204403935485764,1.05441634340999
Africa,Bone and joint infections,5 to 9,Enterococcus faecium,0.203976746021794,0.0447338565532792,0.67717476756136,1.27777569622625,0.273859722036551,4.20961253132371,0.319424298965861,0.0595694414320602,1.05096289593655,0.099948605550679,0.0219195897111068,0.331815636105066,0.626110091150863,0.13419126379791,2.06271014034862,0.156517906493272,0.0291890263017095,0.51497181900891
Africa,Bone and joint infections,10 to 14,Enterococcus faecium,0.53273573855623,0.0733860134527735,1.96222887512682,3.20500915387588,0.449202736988704,12.0863563998695,0.79973162469307,0.0967286914020309,2.98462783201484,0.261040511892553,0.035959146591859,0.961492148812142,1.57045448539918,0.220109341124465,5.92231463593605,0.391868496099604,0.0473970587869951,1.46246763768727
Africa,Bone and joint infections,15 to 19,Enterococcus faecium,0.575451930925412,0.099108061702721,1.87176906478394,3.33323742405196,0.573634760250467,10.7760813850852,0.832491269659951,0.124302062142735,2.87904744562428,0.281971446153452,0.0485629502343333,0.917166841744131,1.63328633778546,0.281081032522729,5.28027987869175,0.407920722133376,0.0609080104499401,1.4107332483559
