WHO_region,Disease_presentation,Age_group,Pathogen,burden_mean_value,burden_lower_value,burden_upper_value,hib_vaccine_coverage_2019,hib_vaccine_coverage_2018,pcv_vaccine_coverage_2019,pcv_vaccine_coverage_2018,Efficacy,Coverage,Duration,DP,VC,VO,MainAnalysis
Africa,UTI,10 to 14,Escherichia coli,3000,2000,4000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,2 years,UTI,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,10 to 14,Klebsiella pneumoniae,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,All,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,10 to 14,Pseudomonas aeruginosa,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,1 year,"BSI, LRI and thorax infections",60 year,60 years and above,Yes
Africa,UTI,10 to 14,Staphylococcus aureus,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.6,0.7,2 years,All,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,15 to 19,Acinetobacter baumannii,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,BSI,60 year,60 years and above,Yes
Africa,UTI,15 to 19,Enterococcus faecium,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,All,60 year,60 years and above,Yes
Africa,UTI,15 to 19,Escherichia coli,8000,5000,11000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,2 years,UTI,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,15 to 19,Klebsiella pneumoniae,1000,1000,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,All,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,15 to 19,Pseudomonas aeruginosa,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,1 year,"BSI, LRI and thorax infections",60 year,60 years and above,Yes
Africa,UTI,15 to 19,Staphylococcus aureus,1000,1000,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.6,0.7,2 years,All,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,20 to 24,Acinetobacter baumannii,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,BSI,60 year,60 years and above,Yes
Africa,UTI,20 to 24,Enterococcus faecium,1000,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,All,60 year,60 years and above,Yes
Africa,UTI,20 to 24,Escherichia coli,13000,10000,18000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,2 years,UTI,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,20 to 24,Klebsiella pneumoniae,2000,2000,3000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,All,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,20 to 24,Pseudomonas aeruginosa,1000,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,1 year,"BSI, LRI and thorax infections",60 year,60 years and above,Yes
Africa,UTI,20 to 24,Staphylococcus aureus,2000,2000,3000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.6,0.7,2 years,All,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,25 to 29,Acinetobacter baumannii,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,BSI,60 year,60 years and above,Yes
Africa,UTI,25 to 29,Enterococcus faecium,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,All,60 year,60 years and above,Yes
Africa,UTI,25 to 29,Escherichia coli,5000,3000,7000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,2 years,UTI,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,25 to 29,Klebsiella pneumoniae,1000,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,All,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,25 to 29,Pseudomonas aeruginosa,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,1 year,"BSI, LRI and thorax infections",60 year,60 years and above,Yes
Africa,UTI,25 to 29,Staphylococcus aureus,1000,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.6,0.7,2 years,All,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,30 to 34,Acinetobacter baumannii,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,BSI,60 year,60 years and above,Yes
Africa,UTI,30 to 34,Enterococcus faecium,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,All,60 year,60 years and above,Yes
Africa,UTI,30 to 34,Escherichia coli,7000,4000,10000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,2 years,UTI,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,30 to 34,Klebsiella pneumoniae,1000,1000,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,All,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,30 to 34,Pseudomonas aeruginosa,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,1 year,"BSI, LRI and thorax infections",60 year,60 years and above,Yes
Africa,UTI,30 to 34,Staphylococcus aureus,1000,1000,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.6,0.7,2 years,All,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,35 to 39,Acinetobacter baumannii,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,BSI,60 year,60 years and above,Yes
Africa,UTI,35 to 39,Enterococcus faecium,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,All,60 year,60 years and above,Yes
Africa,UTI,35 to 39,Escherichia coli,6000,4000,9000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,2 years,UTI,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,35 to 39,Klebsiella pneumoniae,1000,1000,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,All,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,35 to 39,Pseudomonas aeruginosa,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,1 year,"BSI, LRI and thorax infections",60 year,60 years and above,Yes
Africa,UTI,35 to 39,Staphylococcus aureus,1000,1000,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.6,0.7,2 years,All,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,40 to 44,Acinetobacter baumannii,1000,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,BSI,60 year,60 years and above,Yes
Africa,UTI,40 to 44,Enterococcus faecium,1000,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,All,60 year,60 years and above,Yes
Africa,UTI,40 to 44,Escherichia coli,6000,4000,9000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,2 years,UTI,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,40 to 44,Klebsiella pneumoniae,1000,1000,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,All,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,40 to 44,Pseudomonas aeruginosa,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,1 year,"BSI, LRI and thorax infections",60 year,60 years and above,Yes
Africa,UTI,40 to 44,Staphylococcus aureus,1000,1000,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.6,0.7,2 years,All,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,45 to 49,Acinetobacter baumannii,1000,0,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,BSI,60 year,60 years and above,Yes
Africa,UTI,45 to 49,Enterococcus faecium,1000,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,All,60 year,60 years and above,Yes
Africa,UTI,45 to 49,Escherichia coli,7000,4000,10000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,2 years,UTI,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,45 to 49,Klebsiella pneumoniae,1000,1000,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,All,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,45 to 49,Pseudomonas aeruginosa,1000,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,1 year,"BSI, LRI and thorax infections",60 year,60 years and above,Yes
Africa,UTI,45 to 49,Staphylococcus aureus,1000,1000,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.6,0.7,2 years,All,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,50 to 54,Acinetobacter baumannii,2000,1000,3000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,BSI,60 year,60 years and above,Yes
Africa,UTI,50 to 54,Enterococcus faecium,2000,1000,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,All,60 year,60 years and above,Yes
Africa,UTI,50 to 54,Escherichia coli,12000,8000,16000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,2 years,UTI,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,50 to 54,Klebsiella pneumoniae,4000,2000,5000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,All,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,50 to 54,Pseudomonas aeruginosa,1000,1000,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,1 year,"BSI, LRI and thorax infections",60 year,60 years and above,Yes
Africa,UTI,50 to 54,Staphylococcus aureus,2000,1000,3000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.6,0.7,2 years,All,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,55 to 59,Acinetobacter baumannii,2000,1000,4000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,BSI,60 year,60 years and above,Yes
Africa,UTI,55 to 59,Enterococcus faecium,1000,1000,3000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,All,60 year,60 years and above,Yes
Africa,UTI,55 to 59,Escherichia coli,8000,5000,11000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,2 years,UTI,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,55 to 59,Klebsiella pneumoniae,3000,1000,4000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,All,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,55 to 59,Pseudomonas aeruginosa,1000,0,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,1 year,"BSI, LRI and thorax infections",60 year,60 years and above,Yes
Africa,UTI,55 to 59,Staphylococcus aureus,2000,1000,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.6,0.7,2 years,All,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,60 to 64,Acinetobacter baumannii,2000,1000,5000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,BSI,60 year,60 years and above,Yes
Africa,UTI,60 to 64,Enterococcus faecium,2000,1000,3000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,All,60 year,60 years and above,Yes
Africa,UTI,60 to 64,Escherichia coli,9000,5000,14000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,2 years,UTI,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,60 to 64,Klebsiella pneumoniae,3000,2000,5000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,All,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,60 to 64,Pseudomonas aeruginosa,1000,1000,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,1 year,"BSI, LRI and thorax infections",60 year,60 years and above,Yes
Africa,UTI,60 to 64,Staphylococcus aureus,2000,1000,3000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.6,0.7,2 years,All,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,65 to 69,Acinetobacter baumannii,2000,1000,5000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,BSI,60 year,60 years and above,Yes
Africa,UTI,65 to 69,Enterococcus faecium,2000,1000,3000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,All,60 year,60 years and above,Yes
Africa,UTI,65 to 69,Escherichia coli,10000,6000,14000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,2 years,UTI,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,65 to 69,Klebsiella pneumoniae,3000,2000,5000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,All,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,65 to 69,Pseudomonas aeruginosa,1000,1000,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,1 year,"BSI, LRI and thorax infections",60 year,60 years and above,Yes
Africa,UTI,65 to 69,Staphylococcus aureus,2000,1000,3000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.6,0.7,2 years,All,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,70 to 74,Acinetobacter baumannii,1000,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,BSI,60 year,60 years and above,Yes
Africa,UTI,70 to 74,Enterococcus faecium,1000,1000,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,All,60 year,60 years and above,Yes
Africa,UTI,70 to 74,Escherichia coli,9000,6000,13000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,2 years,UTI,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,70 to 74,Klebsiella pneumoniae,3000,2000,4000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,All,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,70 to 74,Pseudomonas aeruginosa,1000,1000,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,1 year,"BSI, LRI and thorax infections",60 year,60 years and above,Yes
Africa,UTI,70 to 74,Staphylococcus aureus,1000,1000,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.6,0.7,2 years,All,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,75 to 79,Acinetobacter baumannii,1000,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,BSI,60 year,60 years and above,Yes
Africa,UTI,75 to 79,Enterococcus faecium,1000,0,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,All,60 year,60 years and above,Yes
Africa,UTI,75 to 79,Escherichia coli,7000,4000,9000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,2 years,UTI,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,75 to 79,Klebsiella pneumoniae,2000,1000,3000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,All,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,75 to 79,Pseudomonas aeruginosa,1000,1000,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,1 year,"BSI, LRI and thorax infections",60 year,60 years and above,Yes
Africa,UTI,75 to 79,Staphylococcus aureus,1000,1000,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.6,0.7,2 years,All,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,80 to 84,Acinetobacter baumannii,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,BSI,60 year,60 years and above,Yes
Africa,UTI,80 to 84,Enterococcus faecium,1000,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,All,60 year,60 years and above,Yes
Africa,UTI,80 to 84,Escherichia coli,6000,4000,8000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,2 years,UTI,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,80 to 84,Klebsiella pneumoniae,2000,1000,3000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,All,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,80 to 84,Pseudomonas aeruginosa,1000,1000,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,1 year,"BSI, LRI and thorax infections",60 year,60 years and above,Yes
Africa,UTI,80 to 84,Staphylococcus aureus,1000,1000,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.6,0.7,2 years,All,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,85 to 89,Acinetobacter baumannii,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,BSI,60 year,60 years and above,Yes
Africa,UTI,85 to 89,Enterococcus faecium,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,All,60 year,60 years and above,Yes
Africa,UTI,85 to 89,Escherichia coli,3000,2000,4000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,2 years,UTI,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,85 to 89,Klebsiella pneumoniae,1000,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,All,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,85 to 89,Pseudomonas aeruginosa,1000,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,1 year,"BSI, LRI and thorax infections",60 year,60 years and above,Yes
Africa,UTI,85 to 89,Staphylococcus aureus,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.6,0.7,2 years,All,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,90 to 94,Acinetobacter baumannii,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,BSI,60 year,60 years and above,Yes
Africa,UTI,90 to 94,Enterococcus faecium,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,All,60 year,60 years and above,Yes
Africa,UTI,90 to 94,Escherichia coli,1000,1000,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,2 years,UTI,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,90 to 94,Klebsiella pneumoniae,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,All,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,90 to 94,Pseudomonas aeruginosa,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,1 year,"BSI, LRI and thorax infections",60 year,60 years and above,Yes
Africa,UTI,90 to 94,Staphylococcus aureus,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.6,0.7,2 years,All,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,95 plus,Acinetobacter baumannii,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,BSI,60 year,60 years and above,Yes
Africa,UTI,95 plus,Enterococcus faecium,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,All,60 year,60 years and above,Yes
Africa,UTI,95 plus,Escherichia coli,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,2 years,UTI,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,95 plus,Klebsiella pneumoniae,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,5 years,All,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Africa,UTI,95 plus,Pseudomonas aeruginosa,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.7,0.7,1 year,"BSI, LRI and thorax infections",60 year,60 years and above,Yes
Africa,UTI,95 plus,Staphylococcus aureus,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0.6,0.7,2 years,All,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Americas,BSI,EN,Acinetobacter baumannii,59000,38000,86000,0.833739995878764,0.869749874118342,0.837098238974356,0.838336289633209,0.7,0.7,5 years,BSI,60 year,60 years and above,Yes
Americas,BSI,EN,Enterococcus faecium,26000,17000,38000,0.833739995878764,0.869749874118342,0.837098238974356,0.838336289633209,0.7,0.7,5 years,All,60 year,60 years and above,Yes
Americas,BSI,EN,Escherichia coli,52000,36000,76000,0.833739995878764,0.869749874118342,0.837098238974356,0.838336289633209,0.7,0.7,2 years,UTI,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Americas,BSI,EN,Group A Streptococcus,5000,4000,8000,0.833739995878764,0.869749874118342,0.837098238974356,0.838336289633209,0.7,0.7,5 years,All,4 week (effective at 6 week),under 5,Yes
Americas,BSI,EN,Klebsiella pneumoniae,114000,78000,166000,0.833739995878764,0.869749874118342,0.837098238974356,0.838336289633209,0.7,0.7,5 years,All,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Americas,BSI,EN,Non-typhoidal Salmonella,1000,0,2000,0.833739995878764,0.869749874118342,0.837098238974356,0.838336289633209,0.8,0.7,5 years,All,4 week (effective at 6 week),under 5,Yes
Americas,BSI,EN,Pseudomonas aeruginosa,55000,37000,80000,0.833739995878764,0.869749874118342,0.837098238974356,0.838336289633209,0.7,0.7,1 year,"BSI, LRI and thorax infections",60 year,60 years and above,Yes
Americas,BSI,EN,Salmonella Typhi,13000,6000,23000,0.833739995878764,0.869749874118342,0.837098238974356,0.838336289633209,0.85,0.7,20 years,All,9 month,below 35,Yes
Americas,BSI,EN,Staphylococcus aureus,58000,40000,85000,0.833739995878764,0.869749874118342,0.837098238974356,0.838336289633209,0.6,0.7,2 years,All,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Americas,BSI,EN,Streptococcus pneumoniae,32000,22000,46000,0.833739995878764,0.869749874118342,0.837098238974356,0.838336289633209,0.7,0.9,2 years,"BSI, CNS infections, Cardiac infections, LRI",10 week (effective at 12 week),under 5,Yes
Americas,BSI,LN,Acinetobacter baumannii,39000,25000,54000,0.833739995878764,0.869749874118342,0.837098238974356,0.838336289633209,0.7,0.7,5 years,BSI,60 year,60 years and above,Yes
Americas,BSI,LN,Enterococcus faecium,16000,11000,22000,0.833739995878764,0.869749874118342,0.837098238974356,0.838336289633209,0.7,0.7,5 years,All,60 year,60 years and above,Yes
Americas,BSI,LN,Escherichia coli,34000,24000,47000,0.833739995878764,0.869749874118342,0.837098238974356,0.838336289633209,0.7,0.7,2 years,UTI,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Americas,BSI,LN,Group A Streptococcus,3000,2000,5000,0.833739995878764,0.869749874118342,0.837098238974356,0.838336289633209,0.7,0.7,5 years,All,4 week (effective at 6 week),under 5,Yes
Americas,BSI,LN,Klebsiella pneumoniae,71000,50000,97000,0.833739995878764,0.869749874118342,0.837098238974356,0.838336289633209,0.7,0.7,5 years,All,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Americas,BSI,LN,Non-typhoidal Salmonella,1000,0,1000,0.833739995878764,0.869749874118342,0.837098238974356,0.838336289633209,0.8,0.7,5 years,All,4 week (effective at 6 week),under 5,Yes
Americas,BSI,LN,Pseudomonas aeruginosa,36000,25000,49000,0.833739995878764,0.869749874118342,0.837098238974356,0.838336289633209,0.7,0.7,1 year,"BSI, LRI and thorax infections",60 year,60 years and above,Yes
Americas,BSI,LN,Salmonella Typhi,8000,4000,13000,0.833739995878764,0.869749874118342,0.837098238974356,0.838336289633209,0.85,0.7,20 years,All,9 month,below 35,Yes
Americas,BSI,LN,Staphylococcus aureus,37000,27000,52000,0.833739995878764,0.869749874118342,0.837098238974356,0.838336289633209,0.6,0.7,2 years,All,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Americas,BSI,LN,Streptococcus pneumoniae,20000,14000,27000,0.833739995878764,0.869749874118342,0.837098238974356,0.838336289633209,0.7,0.9,2 years,"BSI, CNS infections, Cardiac infections, LRI",10 week (effective at 12 week),under 5,Yes
Americas,BSI,PN,Acinetobacter baumannii,32000,18000,51000,0.833739995878764,0.869749874118342,0.837098238974356,0.838336289633209,0.7,0.7,5 years,BSI,60 year,60 years and above,Yes
Americas,BSI,PN,Enterococcus faecium,14000,8000,21000,0.833739995878764,0.869749874118342,0.837098238974356,0.838336289633209,0.7,0.7,5 years,All,60 year,60 years and above,Yes
Americas,BSI,PN,Escherichia coli,25000,16000,37000,0.833739995878764,0.869749874118342,0.837098238974356,0.838336289633209,0.7,0.7,2 years,UTI,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
Americas,BSI,PN,Group A Streptococcus,9000,6000,14000,0.833739995878764,0.869749874118342,0.837098238974356,0.838336289633209,0.7,0.7,5 years,All,4 week (effective at 6 week),under 5,Yes
Americas,BSI,PN,Klebsiella pneumoniae,78000,49000,115000,0.833739995878764,0.869749874118342,0.837098238974356,0.838336289633209,0.7,0.7,5 years,All,"4 week (effective at 6 week), 60 year","under 5, 60 years and above",Yes
