WHO_region,Disease_presentation,Age_group,Pathogen,Susceptible_mean,Susceptible_lower,Susceptible_upper,associated with resistance (mean),associated with resistance (lower),associated with resistance (upper),attributable to resistance (mean),attributable to resistance (lower),attributable to resistance (upper),vaccine avertable-associated with resistance (mean),vaccine avertable-associated with resistance (lower),vaccine avertable-associated with resistance (upper),vaccine avertable-attributable to resistance (mean),vaccine avertable-attributable to resistance (lower),vaccine avertable-attributable to resistance (upper)
South-East Asia,Bacterial skin infections,15 to 19,Acinetobacter baumannii,0,0,0,1000,0,8000,0,0,2000,490,0,3920,0,0,980
South-East Asia,Bacterial skin infections,20 to 24,Acinetobacter baumannii,0,0,0,1000,0,8000,0,0,2000,490,0,3920,0,0,980
South-East Asia,Bacterial skin infections,25 to 29,Acinetobacter baumannii,0,0,0,1000,0,6000,0,0,2000,490,0,2940,0,0,980
South-East Asia,Bacterial skin infections,30 to 34,Acinetobacter baumannii,0,0,0,1000,0,9000,0,0,3000,490,0,4410,0,0,1470
South-East Asia,Bacterial skin infections,35 to 39,Acinetobacter baumannii,0,0,0,2000,0,11000,1000,0,3000,980,0,5390,490,0,1470
South-East Asia,Bacterial skin infections,40 to 44,Acinetobacter baumannii,0,0,1000,2000,0,13000,1000,0,4000,980,0,6370,490,0,1960
South-East Asia,Bacterial skin infections,45 to 49,Acinetobacter baumannii,0,0,1000,3000,0,17000,1000,0,5000,1470,0,8330,490,0,2450
South-East Asia,Bacterial skin infections,50 to 54,Acinetobacter baumannii,0,0,1000,5000,0,26000,2000,0,8000,2450,0,12740,980,0,3920
South-East Asia,Bacterial skin infections,55 to 59,Acinetobacter baumannii,0,0,1000,6000,0,35000,2000,0,11000,2940,0,17150,980,0,5390
South-East Asia,Bacterial skin infections,60 to 64,Acinetobacter baumannii,0,0,2000,8000,0,45000,3000,0,15000,3920,0,22050,1470,0,7350
South-East Asia,Bacterial skin infections,65 to 69,Acinetobacter baumannii,0,0,2000,9000,0,51000,3000,0,16000,4410,0,24990,1470,0,7840
South-East Asia,Bacterial skin infections,70 to 74,Acinetobacter baumannii,0,0,1000,8000,0,41000,3000,0,14000,3920,0,20090,1470,0,6860
South-East Asia,Bacterial skin infections,75 to 79,Acinetobacter baumannii,0,0,1000,7000,0,36000,2000,0,12000,3430,0,17640,980,0,5880
South-East Asia,Bacterial skin infections,80 to 84,Acinetobacter baumannii,0,0,1000,5000,0,26000,2000,0,9000,2450,0,12740,980,0,4410
South-East Asia,Bacterial skin infections,85 to 89,Acinetobacter baumannii,0,0,0,3000,0,13000,1000,0,4000,1470,0,6370,490,0,1960
South-East Asia,Bacterial skin infections,90 to 94,Acinetobacter baumannii,0,0,0,1000,0,5000,0,0,2000,490,0,2450,0,0,980
South-East Asia,Bacterial skin infections,95 plus,Acinetobacter baumannii,0,0,0,0,0,1000,0,0,0,0,0,490,0,0,0
South-East Asia,BSI,EN,Acinetobacter baumannii,12000,7000,20000,507000,300000,826000,162000,91000,274000,248430,147000,404740,79380,44590,134260
South-East Asia,BSI,LN,Acinetobacter baumannii,5000,3000,7000,204000,135000,287000,65000,40000,99000,99960,66150,140630,31850,19600,48510
South-East Asia,BSI,PN,Acinetobacter baumannii,2000,1000,4000,70000,37000,117000,22000,12000,37000,34300,18130,57330,10780,5880,18130
South-East Asia,BSI,1 to 4,Acinetobacter baumannii,1000,0,1000,23000,12000,41000,7000,3000,13000,11270,5880,20090,3430,1470,6370
South-East Asia,BSI,5 to 9,Acinetobacter baumannii,1000,0,2000,28000,14000,49000,9000,4000,16000,13720,6860,24010,4410,1960,7840
South-East Asia,BSI,10 to 14,Acinetobacter baumannii,1000,0,1000,26000,13000,44000,8000,4000,14000,12740,6370,21560,3920,1960,6860
South-East Asia,BSI,15 to 19,Acinetobacter baumannii,1000,1000,2000,41000,21000,70000,13000,6000,23000,20090,10290,34300,6370,2940,11270
South-East Asia,BSI,20 to 24,Acinetobacter baumannii,1000,1000,2000,41000,20000,74000,13000,6000,24000,20090,9800,36260,6370,2940,11760
South-East Asia,BSI,25 to 29,Acinetobacter baumannii,1000,1000,2000,33000,16000,59000,10000,5000,19000,16170,7840,28910,4900,2450,9310
South-East Asia,BSI,30 to 34,Acinetobacter baumannii,1000,1000,2000,34000,15000,62000,11000,5000,20000,16660,7350,30380,5390,2450,9800
South-East Asia,BSI,35 to 39,Acinetobacter baumannii,2000,1000,3000,41000,19000,76000,13000,6000,25000,20090,9310,37240,6370,2940,12250
South-East Asia,BSI,40 to 44,Acinetobacter baumannii,2000,1000,4000,51000,24000,89000,16000,7000,29000,24990,11760,43610,7840,3430,14210
South-East Asia,BSI,45 to 49,Acinetobacter baumannii,3000,1000,6000,72000,33000,130000,23000,10000,42000,35280,16170,63700,11270,4900,20580
South-East Asia,BSI,50 to 54,Acinetobacter baumannii,4000,2000,7000,93000,47000,156000,29000,14000,51000,45570,23030,76440,14210,6860,24990
South-East Asia,BSI,55 to 59,Acinetobacter baumannii,5000,2000,8000,110000,58000,181000,35000,18000,60000,53900,28420,88690,17150,8820,29400
South-East Asia,BSI,60 to 64,Acinetobacter baumannii,5000,3000,9000,130000,68000,215000,41000,21000,70000,63700,33320,105350,20090,10290,34300
South-East Asia,BSI,65 to 69,Acinetobacter baumannii,5000,3000,8000,138000,78000,218000,44000,23000,71000,67620,38220,106820,21560,11270,34790
South-East Asia,BSI,70 to 74,Acinetobacter baumannii,6000,3000,11000,169000,79000,306000,54000,25000,97000,82810,38710,149940,26460,12250,47530
South-East Asia,BSI,75 to 79,Acinetobacter baumannii,4000,2000,8000,125000,59000,226000,40000,18000,73000,61250,28910,110740,19600,8820,35770
South-East Asia,BSI,80 to 84,Acinetobacter baumannii,3000,1000,5000,88000,43000,151000,28000,13000,50000,43120,21070,73990,13720,6370,24500
South-East Asia,BSI,85 to 89,Acinetobacter baumannii,1000,1000,3000,41000,19000,72000,13000,6000,23000,20090,9310,35280,6370,2940,11270
South-East Asia,BSI,90 to 94,Acinetobacter baumannii,1000,0,1000,14000,6000,26000,4000,2000,9000,6860,2940,12740,1960,980,4410
South-East Asia,BSI,95 plus,Acinetobacter baumannii,0,0,0,3000,1000,5000,1000,0,2000,1470,490,2450,490,0,980
South-East Asia,Cardiac infections,EN,Acinetobacter baumannii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South-East Asia,Cardiac infections,LN,Acinetobacter baumannii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South-East Asia,Cardiac infections,PN,Acinetobacter baumannii,0,0,0,1000,1000,2000,0,0,1000,490,490,980,0,0,490
South-East Asia,Cardiac infections,1 to 4,Acinetobacter baumannii,0,0,0,0,0,1000,0,0,0,0,0,490,0,0,0
South-East Asia,Cardiac infections,5 to 9,Acinetobacter baumannii,0,0,0,1000,0,2000,0,0,1000,490,0,980,0,0,490
South-East Asia,Cardiac infections,10 to 14,Acinetobacter baumannii,0,0,0,1000,1000,2000,0,0,1000,490,490,980,0,0,490
South-East Asia,Cardiac infections,15 to 19,Acinetobacter baumannii,0,0,0,3000,2000,5000,1000,1000,2000,1470,980,2450,490,490,980
South-East Asia,Cardiac infections,20 to 24,Acinetobacter baumannii,0,0,0,4000,2000,6000,1000,1000,2000,1960,980,2940,490,490,980
South-East Asia,Cardiac infections,25 to 29,Acinetobacter baumannii,0,0,0,4000,3000,6000,1000,1000,2000,1960,1470,2940,490,490,980
South-East Asia,Cardiac infections,30 to 34,Acinetobacter baumannii,0,0,0,4000,3000,7000,1000,1000,2000,1960,1470,3430,490,490,980
South-East Asia,Cardiac infections,35 to 39,Acinetobacter baumannii,0,0,0,5000,4000,7000,2000,1000,2000,2450,1960,3430,980,490,980
South-East Asia,Cardiac infections,40 to 44,Acinetobacter baumannii,0,0,1000,5000,4000,8000,2000,1000,3000,2450,1960,3920,980,490,1470
South-East Asia,Cardiac infections,45 to 49,Acinetobacter baumannii,0,0,0,5000,4000,7000,2000,1000,2000,2450,1960,3430,980,490,980
South-East Asia,Cardiac infections,50 to 54,Acinetobacter baumannii,0,0,0,5000,3000,6000,1000,1000,2000,2450,1470,2940,490,490,980
South-East Asia,Cardiac infections,55 to 59,Acinetobacter baumannii,0,0,0,5000,3000,7000,1000,1000,2000,2450,1470,3430,490,490,980
South-East Asia,Cardiac infections,60 to 64,Acinetobacter baumannii,0,0,0,4000,3000,6000,1000,1000,2000,1960,1470,2940,490,490,980
South-East Asia,Cardiac infections,65 to 69,Acinetobacter baumannii,0,0,0,5000,3000,7000,2000,1000,2000,2450,1470,3430,980,490,980
South-East Asia,Cardiac infections,70 to 74,Acinetobacter baumannii,0,0,0,6000,4000,8000,2000,1000,3000,2940,1960,3920,980,490,1470
South-East Asia,Cardiac infections,75 to 79,Acinetobacter baumannii,0,0,0,4000,3000,6000,1000,1000,2000,1960,1470,2940,490,490,980
South-East Asia,Cardiac infections,80 to 84,Acinetobacter baumannii,0,0,0,4000,2000,5000,1000,1000,2000,1960,980,2450,490,490,980
South-East Asia,Cardiac infections,85 to 89,Acinetobacter baumannii,0,0,0,2000,1000,3000,1000,0,1000,980,490,1470,490,0,490
South-East Asia,Cardiac infections,90 to 94,Acinetobacter baumannii,0,0,0,1000,1000,1000,0,0,0,490,490,490,0,0,0
South-East Asia,Cardiac infections,95 plus,Acinetobacter baumannii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South-East Asia,LRI and thorax infections,EN,Acinetobacter baumannii,3000,1000,6000,168000,83000,294000,54000,25000,103000,82320,40670,144060,26460,12250,50470
South-East Asia,LRI and thorax infections,LN,Acinetobacter baumannii,1000,0,1000,40000,21000,68000,13000,7000,23000,19600,10290,33320,6370,3430,11270
South-East Asia,LRI and thorax infections,PN,Acinetobacter baumannii,2000,1000,3000,83000,50000,129000,26000,15000,44000,40670,24500,63210,12740,7350,21560
South-East Asia,LRI and thorax infections,1 to 4,Acinetobacter baumannii,1000,0,1000,30000,17000,49000,10000,5000,16000,14700,8330,24010,4900,2450,7840
South-East Asia,LRI and thorax infections,5 to 9,Acinetobacter baumannii,1000,0,1000,23000,14000,36000,7000,4000,12000,11270,6860,17640,3430,1960,5880
South-East Asia,LRI and thorax infections,10 to 14,Acinetobacter baumannii,0,0,1000,16000,10000,25000,5000,3000,8000,7840,4900,12250,2450,1470,3920
South-East Asia,LRI and thorax infections,15 to 19,Acinetobacter baumannii,1000,0,1000,19000,10000,33000,6000,3000,11000,9310,4900,16170,2940,1470,5390
South-East Asia,LRI and thorax infections,20 to 24,Acinetobacter baumannii,1000,0,1000,19000,10000,34000,6000,3000,11000,9310,4900,16660,2940,1470,5390
South-East Asia,LRI and thorax infections,25 to 29,Acinetobacter baumannii,0,0,1000,15000,8000,26000,5000,3000,8000,7350,3920,12740,2450,1470,3920
South-East Asia,LRI and thorax infections,30 to 34,Acinetobacter baumannii,0,0,1000,16000,8000,28000,5000,3000,9000,7840,3920,13720,2450,1470,4410
South-East Asia,LRI and thorax infections,35 to 39,Acinetobacter baumannii,1000,0,1000,20000,11000,36000,6000,3000,12000,9800,5390,17640,2940,1470,5880
South-East Asia,LRI and thorax infections,40 to 44,Acinetobacter baumannii,1000,0,2000,26000,14000,45000,8000,4000,15000,12740,6860,22050,3920,1960,7350
South-East Asia,LRI and thorax infections,45 to 49,Acinetobacter baumannii,1000,1000,3000,40000,20000,72000,13000,6000,23000,19600,9800,35280,6370,2940,11270
South-East Asia,LRI and thorax infections,50 to 54,Acinetobacter baumannii,3000,1000,5000,76000,42000,127000,24000,13000,42000,37240,20580,62230,11760,6370,20580
South-East Asia,LRI and thorax infections,55 to 59,Acinetobacter baumannii,4000,2000,7000,105000,52000,186000,33000,15000,62000,51450,25480,91140,16170,7350,30380
South-East Asia,LRI and thorax infections,60 to 64,Acinetobacter baumannii,5000,2000,9000,146000,75000,251000,46000,22000,81000,71540,36750,122990,22540,10780,39690
South-East Asia,LRI and thorax infections,65 to 69,Acinetobacter baumannii,5000,3000,9000,175000,96000,287000,56000,29000,93000,85750,47040,140630,27440,14210,45570
South-East Asia,LRI and thorax infections,70 to 74,Acinetobacter baumannii,6000,3000,11000,212000,104000,379000,67000,31000,124000,103880,50960,185710,32830,15190,60760
South-East Asia,LRI and thorax infections,75 to 79,Acinetobacter baumannii,5000,2000,8000,174000,91000,295000,55000,28000,97000,85260,44590,144550,26950,13720,47530
South-East Asia,LRI and thorax infections,80 to 84,Acinetobacter baumannii,3000,2000,6000,131000,73000,210000,42000,22000,68000,64190,35770,102900,20580,10780,33320
South-East Asia,LRI and thorax infections,85 to 89,Acinetobacter baumannii,2000,1000,3000,61000,33000,100000,20000,10000,33000,29890,16170,49000,9800,4900,16170
South-East Asia,LRI and thorax infections,90 to 94,Acinetobacter baumannii,1000,0,1000,20000,11000,35000,7000,3000,12000,9800,5390,17150,3430,1470,5880
South-East Asia,LRI and thorax infections,95 plus,Acinetobacter baumannii,0,0,0,3000,2000,6000,1000,0,2000,1470,980,2940,490,0,980
South-East Asia,UTI,EN,Acinetobacter baumannii,0,0,0,1000,0,4000,0,0,1000,490,0,1960,0,0,490
South-East Asia,UTI,LN,Acinetobacter baumannii,0,0,0,1000,0,2000,0,0,1000,490,0,980,0,0,490
South-East Asia,UTI,PN,Acinetobacter baumannii,0,0,0,1000,0,4000,0,0,1000,490,0,1960,0,0,490
South-East Asia,UTI,1 to 4,Acinetobacter baumannii,0,0,0,1000,0,2000,0,0,1000,490,0,980,0,0,490
South-East Asia,UTI,5 to 9,Acinetobacter baumannii,0,0,0,1000,0,2000,0,0,1000,490,0,980,0,0,490
South-East Asia,UTI,10 to 14,Acinetobacter baumannii,0,0,0,1000,0,2000,0,0,1000,490,0,980,0,0,490
South-East Asia,UTI,15 to 19,Acinetobacter baumannii,0,0,0,1000,1000,3000,0,0,1000,490,490,1470,0,0,490
South-East Asia,UTI,20 to 24,Acinetobacter baumannii,0,0,0,2000,1000,4000,1000,0,1000,980,490,1960,490,0,490
South-East Asia,UTI,25 to 29,Acinetobacter baumannii,0,0,0,1000,1000,3000,0,0,1000,490,490,1470,0,0,490
South-East Asia,UTI,30 to 34,Acinetobacter baumannii,0,0,0,2000,1000,3000,0,0,1000,980,490,1470,0,0,490
South-East Asia,UTI,35 to 39,Acinetobacter baumannii,0,0,0,2000,1000,4000,1000,0,1000,980,490,1960,490,0,490
South-East Asia,UTI,40 to 44,Acinetobacter baumannii,0,0,0,4000,2000,8000,1000,1000,3000,1960,980,3920,490,490,1470
South-East Asia,UTI,45 to 49,Acinetobacter baumannii,0,0,1000,6000,3000,12000,2000,1000,4000,2940,1470,5880,980,490,1960
South-East Asia,UTI,50 to 54,Acinetobacter baumannii,1000,0,1000,13000,6000,23000,4000,2000,7000,6370,2940,11270,1960,980,3430
South-East Asia,UTI,55 to 59,Acinetobacter baumannii,1000,0,1000,16000,6000,32000,5000,2000,11000,7840,2940,15680,2450,980,5390
South-East Asia,UTI,60 to 64,Acinetobacter baumannii,1000,0,2000,20000,8000,38000,6000,2000,13000,9800,3920,18620,2940,980,6370
South-East Asia,UTI,65 to 69,Acinetobacter baumannii,1000,0,2000,22000,9000,42000,7000,3000,14000,10780,4410,20580,3430,1470,6860
South-East Asia,UTI,70 to 74,Acinetobacter baumannii,0,0,0,7000,3000,13000,2000,1000,4000,3430,1470,6370,980,490,1960
South-East Asia,UTI,75 to 79,Acinetobacter baumannii,0,0,0,5000,2000,10000,2000,1000,3000,2450,980,4900,980,490,1470
South-East Asia,UTI,80 to 84,Acinetobacter baumannii,0,0,0,4000,2000,7000,1000,1000,2000,1960,980,3430,490,490,980
South-East Asia,UTI,85 to 89,Acinetobacter baumannii,0,0,0,2000,1000,4000,1000,0,1000,980,490,1960,490,0,490
South-East Asia,UTI,90 to 94,Acinetobacter baumannii,0,0,0,1000,0,1000,0,0,0,490,0,490,0,0,0
South-East Asia,UTI,95 plus,Acinetobacter baumannii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Pacific,Bacterial skin infections,EN,Acinetobacter baumannii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Pacific,Bacterial skin infections,LN,Acinetobacter baumannii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Pacific,Bacterial skin infections,PN,Acinetobacter baumannii,0,0,0,0,0,1000,0,0,0,0,0,490,0,0,0
Western Pacific,Bacterial skin infections,1 to 4,Acinetobacter baumannii,0,0,0,0,0,1000,0,0,0,0,0,490,0,0,0
Western Pacific,Bacterial skin infections,5 to 9,Acinetobacter baumannii,0,0,0,0,0,1000,0,0,0,0,0,490,0,0,0
Western Pacific,Bacterial skin infections,10 to 14,Acinetobacter baumannii,0,0,0,0,0,1000,0,0,0,0,0,490,0,0,0
Western Pacific,Bacterial skin infections,15 to 19,Acinetobacter baumannii,0,0,0,0,0,1000,0,0,0,0,0,490,0,0,0
Western Pacific,Bacterial skin infections,20 to 24,Acinetobacter baumannii,0,0,0,0,0,2000,0,0,1000,0,0,980,0,0,490
Western Pacific,Bacterial skin infections,25 to 29,Acinetobacter baumannii,0,0,0,1000,0,3000,0,0,1000,490,0,1470,0,0,490
Western Pacific,Bacterial skin infections,30 to 34,Acinetobacter baumannii,0,0,1000,1000,0,5000,0,0,1000,490,0,2450,0,0,490
Western Pacific,Bacterial skin infections,35 to 39,Acinetobacter baumannii,0,0,1000,1000,0,5000,0,0,2000,490,0,2450,0,0,980
Western Pacific,Bacterial skin infections,40 to 44,Acinetobacter baumannii,0,0,1000,1000,0,8000,0,0,2000,490,0,3920,0,0,980
Western Pacific,Bacterial skin infections,45 to 49,Acinetobacter baumannii,0,0,1000,2000,0,11000,1000,0,4000,980,0,5390,490,0,1960
Western Pacific,Bacterial skin infections,50 to 54,Acinetobacter baumannii,0,0,2000,4000,0,19000,1000,0,6000,1960,0,9310,490,0,2940
Western Pacific,Bacterial skin infections,55 to 59,Acinetobacter baumannii,1000,0,3000,4000,0,23000,1000,0,7000,1960,0,11270,490,0,3430
Western Pacific,Bacterial skin infections,60 to 64,Acinetobacter baumannii,1000,0,3000,5000,0,28000,2000,0,9000,2450,0,13720,980,0,4410
Western Pacific,Bacterial skin infections,65 to 69,Acinetobacter baumannii,1000,0,4000,7000,0,32000,2000,0,10000,3430,0,15680,980,0,4900
Western Pacific,Bacterial skin infections,70 to 74,Acinetobacter baumannii,1000,0,3000,6000,0,31000,2000,0,10000,2940,0,15190,980,0,4900
Western Pacific,Bacterial skin infections,75 to 79,Acinetobacter baumannii,1000,0,3000,6000,0,28000,2000,0,9000,2940,0,13720,980,0,4410
Western Pacific,Bacterial skin infections,80 to 84,Acinetobacter baumannii,1000,0,3000,5000,0,23000,1000,0,7000,2450,0,11270,490,0,3430
Western Pacific,Bacterial skin infections,85 to 89,Acinetobacter baumannii,0,0,2000,3000,0,15000,1000,0,5000,1470,0,7350,490,0,2450
Western Pacific,Bacterial skin infections,90 to 94,Acinetobacter baumannii,0,0,1000,1000,0,6000,0,0,2000,490,0,2940,0,0,980
Western Pacific,Bacterial skin infections,95 plus,Acinetobacter baumannii,0,0,0,0,0,2000,0,0,0,0,0,980,0,0,0
Western Pacific,BSI,EN,Acinetobacter baumannii,8000,4000,12000,67000,42000,105000,21000,12000,35000,32830,20580,51450,10290,5880,17150
Western Pacific,BSI,LN,Acinetobacter baumannii,5000,3000,7000,41000,27000,60000,13000,8000,20000,20090,13230,29400,6370,3920,9800
Western Pacific,BSI,PN,Acinetobacter baumannii,7000,4000,11000,56000,31000,90000,18000,10000,29000,27440,15190,44100,8820,4900,14210
Western Pacific,BSI,1 to 4,Acinetobacter baumannii,2000,1000,4000,19000,9000,34000,6000,3000,11000,9310,4410,16660,2940,1470,5390
Western Pacific,BSI,5 to 9,Acinetobacter baumannii,2000,1000,4000,18000,9000,31000,6000,3000,10000,8820,4410,15190,2940,1470,4900
Western Pacific,BSI,10 to 14,Acinetobacter baumannii,2000,1000,3000,13000,7000,22000,4000,2000,7000,6370,3430,10780,1960,980,3430
Western Pacific,BSI,15 to 19,Acinetobacter baumannii,2000,1000,4000,20000,9000,35000,6000,3000,12000,9800,4410,17150,2940,1470,5880
Western Pacific,BSI,20 to 24,Acinetobacter baumannii,4000,2000,7000,30000,13000,55000,9000,4000,18000,14700,6370,26950,4410,1960,8820
Western Pacific,BSI,25 to 29,Acinetobacter baumannii,5000,2000,9000,42000,20000,75000,13000,6000,25000,20580,9800,36750,6370,2940,12250
Western Pacific,BSI,30 to 34,Acinetobacter baumannii,8000,3000,15000,65000,28000,119000,20000,9000,41000,31850,13720,58310,9800,4410,20090
Western Pacific,BSI,35 to 39,Acinetobacter baumannii,9000,4000,16000,72000,32000,131000,23000,10000,44000,35280,15680,64190,11270,4900,21560
Western Pacific,BSI,40 to 44,Acinetobacter baumannii,12000,5000,21000,98000,47000,174000,31000,14000,58000,48020,23030,85260,15190,6860,28420
Western Pacific,BSI,45 to 49,Acinetobacter baumannii,17000,8000,32000,147000,69000,263000,46000,21000,88000,72030,33810,128870,22540,10290,43120
Western Pacific,BSI,50 to 54,Acinetobacter baumannii,22000,11000,37000,187000,101000,302000,59000,30000,102000,91630,49490,147980,28910,14700,49980
Western Pacific,BSI,55 to 59,Acinetobacter baumannii,23000,13000,38000,194000,110000,305000,61000,34000,102000,95060,53900,149450,29890,16660,49980
Western Pacific,BSI,60 to 64,Acinetobacter baumannii,24000,13000,41000,206000,114000,327000,65000,35000,109000,100940,55860,160230,31850,17150,53410
Western Pacific,BSI,65 to 69,Acinetobacter baumannii,28000,16000,45000,232000,140000,350000,73000,42000,116000,113680,68600,171500,35770,20580,56840
Western Pacific,BSI,70 to 74,Acinetobacter baumannii,36000,17000,66000,300000,152000,524000,94000,46000,165000,147000,74480,256760,46060,22540,80850
Western Pacific,BSI,75 to 79,Acinetobacter baumannii,24000,11000,43000,201000,101000,354000,63000,30000,111000,98490,49490,173460,30870,14700,54390
Western Pacific,BSI,80 to 84,Acinetobacter baumannii,18000,9000,32000,156000,84000,266000,49000,24000,84000,76440,41160,130340,24010,11760,41160
Western Pacific,BSI,85 to 89,Acinetobacter baumannii,10000,5000,19000,88000,44000,157000,27000,13000,49000,43120,21560,76930,13230,6370,24010
Western Pacific,BSI,90 to 94,Acinetobacter baumannii,3000,1000,5000,24000,11000,46000,7000,3000,14000,11760,5390,22540,3430,1470,6860
Western Pacific,BSI,95 plus,Acinetobacter baumannii,1000,0,1000,5000,2000,11000,2000,1000,3000,2450,980,5390,980,490,1470
Western Pacific,Cardiac infections,EN,Acinetobacter baumannii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Pacific,Cardiac infections,LN,Acinetobacter baumannii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Pacific,Cardiac infections,PN,Acinetobacter baumannii,0,0,0,2000,1000,3000,1000,0,1000,980,490,1470,490,0,490
Western Pacific,Cardiac infections,1 to 4,Acinetobacter baumannii,0,0,0,1000,0,2000,0,0,0,490,0,980,0,0,0
Western Pacific,Cardiac infections,5 to 9,Acinetobacter baumannii,0,0,0,1000,0,1000,0,0,0,490,0,490,0,0,0
Western Pacific,Cardiac infections,10 to 14,Acinetobacter baumannii,0,0,0,1000,0,1000,0,0,0,490,0,490,0,0,0
Western Pacific,Cardiac infections,15 to 19,Acinetobacter baumannii,0,0,0,1000,1000,2000,0,0,1000,490,490,980,0,0,490
Western Pacific,Cardiac infections,20 to 24,Acinetobacter baumannii,0,0,0,2000,1000,4000,1000,0,1000,980,490,1960,490,0,490
Western Pacific,Cardiac infections,25 to 29,Acinetobacter baumannii,0,0,1000,3000,2000,5000,1000,1000,2000,1470,980,2450,490,490,980
Western Pacific,Cardiac infections,30 to 34,Acinetobacter baumannii,0,0,1000,4000,3000,6000,1000,1000,2000,1960,1470,2940,490,490,980
Western Pacific,Cardiac infections,35 to 39,Acinetobacter baumannii,0,0,1000,4000,3000,7000,1000,1000,2000,1960,1470,3430,490,490,980
Western Pacific,Cardiac infections,40 to 44,Acinetobacter baumannii,1000,0,1000,5000,3000,7000,2000,1000,2000,2450,1470,3430,980,490,980
Western Pacific,Cardiac infections,45 to 49,Acinetobacter baumannii,1000,0,1000,6000,3000,9000,2000,1000,3000,2940,1470,4410,980,490,1470
Western Pacific,Cardiac infections,50 to 54,Acinetobacter baumannii,1000,0,1000,6000,3000,10000,2000,1000,3000,2940,1470,4900,980,490,1470
Western Pacific,Cardiac infections,55 to 59,Acinetobacter baumannii,1000,0,1000,6000,3000,10000,2000,1000,3000,2940,1470,4900,980,490,1470
Western Pacific,Cardiac infections,60 to 64,Acinetobacter baumannii,1000,0,1000,6000,3000,10000,2000,1000,3000,2940,1470,4900,980,490,1470
Western Pacific,Cardiac infections,65 to 69,Acinetobacter baumannii,1000,0,1000,7000,4000,11000,2000,1000,4000,3430,1960,5390,980,490,1960
Western Pacific,Cardiac infections,70 to 74,Acinetobacter baumannii,1000,0,2000,8000,4000,15000,3000,1000,5000,3920,1960,7350,1470,490,2450
Western Pacific,Cardiac infections,75 to 79,Acinetobacter baumannii,1000,0,1000,7000,4000,12000,2000,1000,4000,3430,1960,5880,980,490,1960
Western Pacific,Cardiac infections,80 to 84,Acinetobacter baumannii,1000,0,1000,6000,3000,9000,2000,1000,3000,2940,1470,4410,980,490,1470
Western Pacific,Cardiac infections,85 to 89,Acinetobacter baumannii,0,0,1000,4000,2000,5000,1000,1000,2000,1960,980,2450,490,490,980
Western Pacific,Cardiac infections,90 to 94,Acinetobacter baumannii,0,0,0,2000,1000,2000,0,0,1000,980,490,980,0,0,490
Western Pacific,Cardiac infections,95 plus,Acinetobacter baumannii,0,0,0,1000,0,1000,0,0,0,490,0,490,0,0,0
Western Pacific,LRI and thorax infections,EN,Acinetobacter baumannii,1000,1000,2000,8000,4000,14000,2000,1000,4000,3920,1960,6860,980,490,1960
Western Pacific,LRI and thorax infections,LN,Acinetobacter baumannii,0,0,1000,2000,1000,4000,1000,0,1000,980,490,1960,490,0,490
Western Pacific,LRI and thorax infections,PN,Acinetobacter baumannii,2000,1000,3000,12000,7000,19000,4000,2000,6000,5880,3430,9310,1960,980,2940
Western Pacific,LRI and thorax infections,1 to 4,Acinetobacter baumannii,1000,0,1000,5000,3000,9000,2000,1000,3000,2450,1470,4410,980,490,1470
Western Pacific,LRI and thorax infections,5 to 9,Acinetobacter baumannii,1000,0,1000,5000,3000,8000,1000,1000,3000,2450,1470,3920,490,490,1470
Western Pacific,LRI and thorax infections,10 to 14,Acinetobacter baumannii,0,0,1000,3000,2000,5000,1000,1000,2000,1470,980,2450,490,490,980
Western Pacific,LRI and thorax infections,15 to 19,Acinetobacter baumannii,1000,0,1000,4000,2000,6000,1000,1000,2000,1960,980,2940,490,490,980
Western Pacific,LRI and thorax infections,20 to 24,Acinetobacter baumannii,1000,0,1000,5000,2000,8000,1000,1000,3000,2450,980,3920,490,490,1470
Western Pacific,LRI and thorax infections,25 to 29,Acinetobacter baumannii,1000,0,1000,5000,3000,8000,1000,1000,3000,2450,1470,3920,490,490,1470
Western Pacific,LRI and thorax infections,30 to 34,Acinetobacter baumannii,1000,0,1000,6000,3000,11000,2000,1000,4000,2940,1470,5390,980,490,1960
Western Pacific,LRI and thorax infections,35 to 39,Acinetobacter baumannii,1000,0,2000,7000,4000,13000,2000,1000,4000,3430,1960,6370,980,490,1960
Western Pacific,LRI and thorax infections,40 to 44,Acinetobacter baumannii,1000,1000,2000,10000,5000,16000,3000,1000,5000,4900,2450,7840,1470,490,2450
Western Pacific,LRI and thorax infections,45 to 49,Acinetobacter baumannii,2000,1000,3000,14000,7000,26000,4000,2000,8000,6860,3430,12740,1960,980,3920
Western Pacific,LRI and thorax infections,50 to 54,Acinetobacter baumannii,3000,2000,6000,27000,15000,46000,8000,4000,15000,13230,7350,22540,3920,1960,7350
